,Pattern,Relative SUP,global_dropout_interest,global_dropout_criterion
0,"[3, 4]",0.6879194630872483,-0.09310522989331302,0.0640488997588227
1,"[3, 4, 5]",0.609731543624161,-0.020387478992575012,0.012430889036747918
2,"[3, 4, 5, 6]",0.5761744966442953,0.015744944322714862,0.00907183536983269
3,"[3, 4, 5, 6, 7]",0.5654362416107382,0.014590625861806143,0.008250068650048105
4,"[3, 4, 5, 6, 7, 8]",0.5630872483221476,0.011697599262711574,0.006586768980815443
5,"[3, 4, 5, 6, 7, 8, 9]",0.5587248322147651,-0.0010966381967355589,0.0006127189924713777
6,"[3, 4, 5, 6, 7, 8, 9, 10]",0.547986577181208,-0.0010966381967355589,0.0006009430118352912
7,"[3, 4, 5, 6, 7, 8, 9, 10, 11]",0.5338926174496644,-0.0010966381967355589,0.0005854870372504276
8,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.5231543624161074,-0.0010966381967355589,0.000573711056614341
