,Pattern,Relative SUP,global_interest_16,global_criterion_16,global_interest_20,global_criterion_20,global_interest_22,global_criterion_22,global_interest_27,global_criterion_27
110,"[10, 11, 12, 13]",0.2553191489361702,0.04550827423167849,0.011619133846385996,0.5901891252955084,0.15068658518183192,0.41643026004728145,0.10632261958653993,0.3460992907801419,0.08836577636939792
121,"[11, 12, 13]",0.2553191489361702,0.04550827423167849,0.011619133846385996,0.5901891252955084,0.15068658518183192,0.41643026004728145,0.10632261958653993,0.3460992907801419,0.08836577636939792
131,"[12, 13]",0.25673758865248225,0.045170643783550804,0.011597002162869071,0.5913247913483014,0.1518153010411951,0.4188550605383802,0.1075358382375132,0.3490458837819835,0.089613198531261
109,"[10, 11, 12]",0.27375886524822696,0.041391981773417116,0.011331421960665963,0.5418586704883696,0.14833861475780896,0.3838165582625951,0.10507318545344801,0.31984713188549585,0.08756098787787334
120,"[11, 12]",0.27375886524822696,0.041391981773417116,0.011331421960665963,0.5418586704883696,0.14833861475780896,0.3838165582625951,0.10507318545344801,0.31984713188549585,0.08756098787787334
108,"[10, 11]",0.3078014184397163,0.03508840736019871,0.010800261556259745,0.45933915089714683,0.14138524219103668,0.32536523188547894,0.10014787988531763,0.2711376932378991,0.08345656657109803
8,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.3219858156028369,0.03285531290030305,0.010578944721090488,0.41248476895679076,0.13281424475630002,0.2958477832974037,0.09525878979930587,0.24947667697691128,0.08032795131029626
37,"[3, 4, 5, 6, 7, 8, 9, 10]",0.3219858156028369,0.03285531290030305,0.010578944721090488,0.41248476895679076,0.13281424475630002,0.2958477832974037,0.09525878979930587,0.24947667697691128,0.08032795131029626
23,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.3219858156028369,0.03285531290030305,0.010578944721090488,0.41248476895679076,0.13281424475630002,0.2958477832974037,0.09525878979930587,0.24947667697691128,0.08032795131029626
50,"[4, 5, 6, 7, 8, 9, 10]",0.3304964539007092,0.03160746354975193,0.010446154619988934,0.4051867409369009,0.13391278104723106,0.28450369829239347,0.09402746340727329,0.2399476455727027,0.07930184598360245
62,"[5, 6, 7, 8, 9, 10]",0.3333333333333333,0.03120567375886525,0.010401891252955084,0.4085106382978724,0.13617021276595745,0.28936170212765955,0.09645390070921984,0.24113475177304966,0.08037825059101655
73,"[6, 7, 8, 9, 10]",0.3333333333333333,0.03120567375886525,0.010401891252955084,0.4085106382978724,0.13617021276595745,0.28936170212765955,0.09645390070921984,0.24113475177304966,0.08037825059101655
83,"[7, 8, 9, 10]",0.3333333333333333,0.03120567375886525,0.010401891252955084,0.4085106382978724,0.13617021276595745,0.28936170212765955,0.09645390070921984,0.24113475177304966,0.08037825059101655
100,"[9, 10]",0.3333333333333333,0.03120567375886525,0.010401891252955084,0.4085106382978724,0.13617021276595745,0.28936170212765955,0.09645390070921984,0.24113475177304966,0.08037825059101655
