,Pattern,Relative SUP,local_interest_16,local_criterion_16,local_interest_20,local_criterion_20,local_interest_22,local_criterion_22,local_interest_27,local_criterion_27
1690,"[7, 13, 28]",0.20165745856353592,0,0,0,0,0,0,0.7651933701657458,0.1543069503372913
1691,"[7, 13, 29]",0.20165745856353592,0,0,0,0,0,0,0.7651933701657458,0.1543069503372913
1692,"[7, 13, 30]",0.20165745856353592,0,0,0,0,0,0,0.7651933701657458,0.1543069503372913
1693,"[7, 13, 31]",0.20165745856353592,0,0,0,0,0,0,0.7651933701657458,0.1543069503372913
1716,"[7, 20, 29]",0.20165745856353592,0,0,0,0,0,0,0.7651933701657458,0.1543069503372913
1717,"[7, 20, 30]",0.20165745856353592,0,0,0,0,0,0,0.7651933701657458,0.1543069503372913
1718,"[7, 20, 31]",0.20165745856353592,0,0,0,0,0,0,0.7651933701657458,0.1543069503372913
1719,"[7, 21]",0.39502762430939226,0,0,0,0,0,0,0.3595989645713402,0.14205152467873383
1720,"[7, 21, 22]",0.281767955801105,0,0,0,0,0,0,0.5908814435602412,0.16649145647277513
1721,"[7, 21, 23]",0.26795580110497236,0,0,0,0,0,0,0.6414820299595602,0.17188883123225782
1722,"[7, 21, 24]",0.26795580110497236,0,0,0,0,0,0,0.6414820299595602,0.17188883123225782
1723,"[7, 21, 25]",0.26795580110497236,0,0,0,0,0,0,0.6414820299595602,0.17188883123225782
1724,"[7, 21, 26]",0.26795580110497236,0,0,0,0,0,0,0.6414820299595602,0.17188883123225782
1725,"[7, 21, 27]",0.23480662983425415,0,0,0,0,0,0,0.7651933701657458,0.1796724764201337
1726,"[7, 21, 28]",0.20165745856353592,0,0,0,0,0,0,0.7651933701657458,0.1543069503372913
1727,"[7, 21, 29]",0.20165745856353592,0,0,0,0,0,0,0.7651933701657458,0.1543069503372913
1728,"[7, 21, 30]",0.20165745856353592,0,0,0,0,0,0,0.7651933701657458,0.1543069503372913
1729,"[7, 21, 31]",0.20165745856353592,0,0,0,0,0,0,0.7651933701657458,0.1543069503372913
1730,"[7, 22]",0.281767955801105,0,0,0,0,0,0,0.5908814435602412,0.16649145647277513
1731,"[7, 22, 23]",0.26795580110497236,0,0,0,0,0,0,0.6414820299595602,0.17188883123225782
1732,"[7, 22, 24]",0.26795580110497236,0,0,0,0,0,0,0.6414820299595602,0.17188883123225782
1733,"[7, 22, 25]",0.26795580110497236,0,0,0,0,0,0,0.6414820299595602,0.17188883123225782
1734,"[7, 22, 26]",0.26795580110497236,0,0,0,0,0,0,0.6414820299595602,0.17188883123225782
1715,"[7, 20, 28]",0.20165745856353592,0,0,0,0,0,0,0.7651933701657458,0.1543069503372913
1714,"[7, 20, 27]",0.23480662983425415,0,0,0,0,0,0,0.7651933701657458,0.1796724764201337
1713,"[7, 20, 26]",0.26795580110497236,0,0,0,0,0,0,0.6414820299595602,0.17188883123225782
1702,"[7, 19, 27]",0.23480662983425415,0,0,0,0,0,0,0.7651933701657458,0.1796724764201337
1694,"[7, 19]",0.44751381215469616,0,0,0,0,0,0,0.2898847281904372,0.12972741979793045
1695,"[7, 19, 20]",0.39779005524861877,0,0,0,0,0,0,0.35547114794352364,0.1414028875797442
1696,"[7, 19, 21]",0.39502762430939226,0,0,0,0,0,0,0.3595989645713402,0.14205152467873383
1697,"[7, 19, 22]",0.281767955801105,0,0,0,0,0,0,0.5908814435602412,0.16649145647277513
1698,"[7, 19, 23]",0.26795580110497236,0,0,0,0,0,0,0.6414820299595602,0.17188883123225782
1699,"[7, 19, 24]",0.26795580110497236,0,0,0,0,0,0,0.6414820299595602,0.17188883123225782
1700,"[7, 19, 25]",0.26795580110497236,0,0,0,0,0,0,0.6414820299595602,0.17188883123225782
1701,"[7, 19, 26]",0.26795580110497236,0,0,0,0,0,0,0.6414820299595602,0.17188883123225782
1703,"[7, 19, 28]",0.20165745856353592,0,0,0,0,0,0,0.7651933701657458,0.1543069503372913
1712,"[7, 20, 25]",0.26795580110497236,0,0,0,0,0,0,0.6414820299595602,0.17188883123225782
1704,"[7, 19, 29]",0.20165745856353592,0,0,0,0,0,0,0.7651933701657458,0.1543069503372913
1705,"[7, 19, 30]",0.20165745856353592,0,0,0,0,0,0,0.7651933701657458,0.1543069503372913
1706,"[7, 19, 31]",0.20165745856353592,0,0,0,0,0,0,0.7651933701657458,0.1543069503372913
1707,"[7, 20]",0.39779005524861877,0,0,0,0,0,0,0.35547114794352364,0.1414028875797442
1708,"[7, 20, 21]",0.39502762430939226,0,0,0,0,0,0,0.3595989645713402,0.14205152467873383
1709,"[7, 20, 22]",0.281767955801105,0,0,0,0,0,0,0.5908814435602412,0.16649145647277513
1710,"[7, 20, 23]",0.26795580110497236,0,0,0,0,0,0,0.6414820299595602,0.17188883123225782
1711,"[7, 20, 24]",0.26795580110497236,0,0,0,0,0,0,0.6414820299595602,0.17188883123225782
2193,"[10, 22, 25]",0.4127659574468085,0,0,0,0,0,0,0.5145865321342398,0.21240380262562236
2194,"[10, 22, 26]",0.4127659574468085,0,0,0,0,0,0,0.5145865321342398,0.21240380262562236
2195,"[10, 22, 27]",0.3617021276595745,0,0,0,0,0,0,0.6382978723404256,0.2308736985061114
2674,"[20, 24, 29]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2676,"[20, 24, 31]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2677,"[20, 25]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2678,"[20, 25, 26]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2679,"[20, 25, 27]",0.5902777777777778,0,0,0,0,0,0,0.4097222222222222,0.24184992283950618
2680,"[20, 25, 28]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2681,"[20, 25, 29]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2682,"[20, 25, 30]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2683,"[20, 25, 31]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2684,"[20, 26]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2685,"[20, 26, 27]",0.5902777777777778,0,0,0,0,0,0,0.4097222222222222,0.24184992283950618
2686,"[20, 26, 28]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2687,"[20, 26, 29]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2688,"[20, 26, 30]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2689,"[20, 26, 31]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2690,"[20, 27]",0.5902777777777778,0,0,0,0,0,0,0.4097222222222222,0.24184992283950618
2691,"[20, 27, 28]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2692,"[20, 27, 29]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2693,"[20, 27, 30]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2694,"[20, 27, 31]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2675,"[20, 24, 30]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2673,"[20, 24, 28]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2696,"[20, 28, 29]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2672,"[20, 24, 27]",0.5902777777777778,0,0,0,0,0,0,0.4097222222222222,0.24184992283950618
2653,"[20, 22, 25]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2654,"[20, 22, 26]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2655,"[20, 22, 27]",0.5902777777777778,0,0,0,0,0,0,0.4097222222222222,0.24184992283950618
2656,"[20, 22, 28]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2657,"[20, 22, 29]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2658,"[20, 22, 30]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2659,"[20, 22, 31]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2660,"[20, 23]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2661,"[20, 23, 24]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2662,"[20, 23, 25]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2663,"[20, 23, 26]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2664,"[20, 23, 27]",0.5902777777777778,0,0,0,0,0,0,0.4097222222222222,0.24184992283950618
2665,"[20, 23, 28]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2666,"[20, 23, 29]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2667,"[20, 23, 30]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2668,"[20, 23, 31]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2669,"[20, 24]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2670,"[20, 24, 25]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2671,"[20, 24, 26]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2695,"[20, 28]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2697,"[20, 28, 30]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2742,"[21, 26, 29]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2720,"[21, 23, 28]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2722,"[21, 23, 30]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2723,"[21, 23, 31]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2724,"[21, 24]",0.6783216783216783,0,0,0,0,0,0,0.28188306538821994,0.19120739400459674
2725,"[21, 24, 25]",0.6783216783216783,0,0,0,0,0,0,0.28188306538821994,0.19120739400459674
2726,"[21, 24, 26]",0.6783216783216783,0,0,0,0,0,0,0.28188306538821994,0.19120739400459674
2727,"[21, 24, 27]",0.5944055944055944,0,0,0,0,0,0,0.4055944055944056,0.24108758374492642
2728,"[21, 24, 28]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2729,"[21, 24, 29]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2730,"[21, 24, 30]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2731,"[21, 24, 31]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2732,"[21, 25]",0.6783216783216783,0,0,0,0,0,0,0.28188306538821994,0.19120739400459674
2733,"[21, 25, 26]",0.6783216783216783,0,0,0,0,0,0,0.28188306538821994,0.19120739400459674
2734,"[21, 25, 27]",0.5944055944055944,0,0,0,0,0,0,0.4055944055944056,0.24108758374492642
2735,"[21, 25, 28]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2736,"[21, 25, 29]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2737,"[21, 25, 30]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2738,"[21, 25, 31]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2739,"[21, 26]",0.6783216783216783,0,0,0,0,0,0,0.28188306538821994,0.19120739400459674
2740,"[21, 26, 27]",0.5944055944055944,0,0,0,0,0,0,0.4055944055944056,0.24108758374492642
2721,"[21, 23, 29]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2719,"[21, 23, 27]",0.5944055944055944,0,0,0,0,0,0,0.4055944055944056,0.24108758374492642
2698,"[20, 28, 31]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2718,"[21, 23, 26]",0.6783216783216783,0,0,0,0,0,0,0.28188306538821994,0.19120739400459674
2699,"[20, 29]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2700,"[20, 29, 30]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2701,"[20, 29, 31]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2702,"[20, 30]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2703,"[20, 30, 31]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2704,"[20, 31]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2705,"[21, 22]",0.7132867132867133,0,0,0,0,0,0,0.23128247898890097,0.1649707192787965
2706,"[21, 22, 23]",0.6783216783216783,0,0,0,0,0,0,0.28188306538821994,0.19120739400459674
2707,"[21, 22, 24]",0.6783216783216783,0,0,0,0,0,0,0.28188306538821994,0.19120739400459674
2708,"[21, 22, 25]",0.6783216783216783,0,0,0,0,0,0,0.28188306538821994,0.19120739400459674
2709,"[21, 22, 26]",0.6783216783216783,0,0,0,0,0,0,0.28188306538821994,0.19120739400459674
2710,"[21, 22, 27]",0.5944055944055944,0,0,0,0,0,0,0.4055944055944056,0.24108758374492642
2711,"[21, 22, 28]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2712,"[21, 22, 29]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2713,"[21, 22, 30]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2714,"[21, 22, 31]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2715,"[21, 23]",0.6783216783216783,0,0,0,0,0,0,0.28188306538821994,0.19120739400459674
2716,"[21, 23, 24]",0.6783216783216783,0,0,0,0,0,0,0.28188306538821994,0.19120739400459674
2717,"[21, 23, 25]",0.6783216783216783,0,0,0,0,0,0,0.28188306538821994,0.19120739400459674
2652,"[20, 22, 24]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2651,"[20, 22, 23]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2650,"[20, 22]",0.7083333333333334,0,0,0,0,0,0,0.23541029561671756,0.16674895939517495
2583,"[19, 21, 31]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2585,"[19, 22, 23]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2586,"[19, 22, 24]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2587,"[19, 22, 25]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2588,"[19, 22, 26]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2589,"[19, 22, 27]",0.5246913580246914,0,0,0,0,0,0,0.47530864197530864,0.2493903368388965
2590,"[19, 22, 28]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2591,"[19, 22, 29]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2592,"[19, 22, 30]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2593,"[19, 22, 31]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2594,"[19, 23]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2595,"[19, 23, 24]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2596,"[19, 23, 25]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2597,"[19, 23, 26]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2598,"[19, 23, 27]",0.5246913580246914,0,0,0,0,0,0,0.47530864197530864,0.2493903368388965
2599,"[19, 23, 28]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2600,"[19, 23, 29]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2601,"[19, 23, 30]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2602,"[19, 23, 31]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2603,"[19, 24]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2584,"[19, 22]",0.6296296296296297,0,0,0,0,0,0,0.300996715369804,0.18951645041802473
2582,"[19, 21, 30]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2649,"[20, 21, 31]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2581,"[19, 21, 29]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2562,"[19, 20, 21]",0.8827160493827161,0,0,0,0,0,0,0.06971423638090302,0.06153787532388353
2563,"[19, 20, 22]",0.6296296296296297,0,0,0,0,0,0,0.300996715369804,0.18951645041802473
2564,"[19, 20, 23]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2565,"[19, 20, 24]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2566,"[19, 20, 25]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2567,"[19, 20, 26]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2568,"[19, 20, 27]",0.5246913580246914,0,0,0,0,0,0,0.47530864197530864,0.2493903368388965
2569,"[19, 20, 28]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2570,"[19, 20, 29]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2571,"[19, 20, 30]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2572,"[19, 20, 31]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2573,"[19, 21]",0.8827160493827161,0,0,0,0,0,0,0.06971423638090302,0.06153787532388353
2574,"[19, 21, 22]",0.6296296296296297,0,0,0,0,0,0,0.300996715369804,0.18951645041802473
2575,"[19, 21, 23]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2576,"[19, 21, 24]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2577,"[19, 21, 25]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2578,"[19, 21, 26]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2579,"[19, 21, 27]",0.5246913580246914,0,0,0,0,0,0,0.47530864197530864,0.2493903368388965
2580,"[19, 21, 28]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2604,"[19, 24, 25]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2605,"[19, 24, 26]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2606,"[19, 24, 27]",0.5246913580246914,0,0,0,0,0,0,0.47530864197530864,0.2493903368388965
2607,"[19, 24, 28]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2630,"[19, 28, 29]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2631,"[19, 28, 30]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2632,"[19, 28, 31]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2633,"[19, 29]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2634,"[19, 29, 30]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2635,"[19, 29, 31]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2636,"[19, 30]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2637,"[19, 30, 31]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2638,"[19, 31]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2639,"[20, 21]",0.9930555555555556,0,0,0,0,0,0,0.004127816627816583,0.004099151234567857
2640,"[20, 21, 22]",0.7083333333333334,0,0,0,0,0,0,0.23541029561671756,0.16674895939517495
2641,"[20, 21, 23]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2642,"[20, 21, 24]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2643,"[20, 21, 25]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2644,"[20, 21, 26]",0.6736111111111112,0,0,0,0,0,0,0.2860108820160365,0.19266010802469127
2645,"[20, 21, 27]",0.5902777777777778,0,0,0,0,0,0,0.4097222222222222,0.24184992283950618
2646,"[20, 21, 28]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2647,"[20, 21, 29]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2648,"[20, 21, 30]",0.5069444444444444,0,0,0,0,0,0,0.4097222222222222,0.20770640432098764
2629,"[19, 28]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2628,"[19, 27, 31]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2627,"[19, 27, 30]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2616,"[19, 25, 30]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2608,"[19, 24, 29]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2609,"[19, 24, 30]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2610,"[19, 24, 31]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2611,"[19, 25]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2612,"[19, 25, 26]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2613,"[19, 25, 27]",0.5246913580246914,0,0,0,0,0,0,0.47530864197530864,0.2493903368388965
2614,"[19, 25, 28]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2615,"[19, 25, 29]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2617,"[19, 25, 31]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2626,"[19, 27, 29]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2618,"[19, 26]",0.5987654320987654,0,0,0,0,0,0,0.35159730176912296,0.21052431031854893
2619,"[19, 26, 27]",0.5246913580246914,0,0,0,0,0,0,0.47530864197530864,0.2493903368388965
2620,"[19, 26, 28]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2621,"[19, 26, 29]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2622,"[19, 26, 30]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2623,"[19, 26, 31]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2624,"[19, 27]",0.5246913580246914,0,0,0,0,0,0,0.47530864197530864,0.2493903368388965
2625,"[19, 27, 28]",0.4506172839506173,0,0,0,0,0,0,0.47530864197530864,0.21418228928516994
2741,"[21, 26, 28]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2743,"[21, 26, 30]",0.5104895104895105,0,0,0,0,0,0,0.4055944055944056,0.2070516895691721
2196,"[10, 22, 28]",0.31063829787234043,0,0,0,0,0,0,0.6382978723404256,0.19827976459936625
2857,"[24, 27, 30]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2859,"[24, 28]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2860,"[24, 28, 29]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2861,"[24, 28, 30]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2862,"[24, 28, 31]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2863,"[24, 29]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2864,"[24, 29, 30]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2865,"[24, 29, 31]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2866,"[24, 30]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2867,"[24, 30, 31]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2868,"[24, 31]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2869,"[25, 26]",1.0,0,0,0,0,0,0,0.0,0.0
2870,"[25, 26, 27]",0.8762886597938144,0,0,0,0,0,0,0.12371134020618568,0.10840684451057508
2871,"[25, 26, 28]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2872,"[25, 26, 29]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2873,"[25, 26, 30]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2874,"[25, 26, 31]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2875,"[25, 27]",0.8762886597938144,0,0,0,0,0,0,0.12371134020618568,0.10840684451057508
2876,"[25, 27, 28]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2877,"[25, 27, 29]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2858,"[24, 27, 31]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2856,"[24, 27, 29]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2879,"[25, 27, 31]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2855,"[24, 27, 28]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2836,"[23, 29, 30]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2837,"[23, 29, 31]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2838,"[23, 30]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2839,"[23, 30, 31]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2840,"[23, 31]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2841,"[24, 25]",1.0,0,0,0,0,0,0,0.0,0.0
2842,"[24, 25, 26]",1.0,0,0,0,0,0,0,0.0,0.0
2843,"[24, 25, 27]",0.8762886597938144,0,0,0,0,0,0,0.12371134020618568,0.10840684451057508
2844,"[24, 25, 28]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2845,"[24, 25, 29]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
2846,"[24, 25, 30]",0.7525773195876289,0,0,0,0,0,0,0.12371134020618568,0.09310234881496449
