,Pattern,Relative SUP,local_dropout_interest,local_dropout_criterion
115,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39]",0.15302013422818792,0.09746252045365268,0.014913727962035444
17,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.37919463087248323,-0.03926057741361746,0.014887400160197224
490,"[31, 32]",0.12919463087248323,0.11483171841957492,0.014835641473669914
46,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0.3808724832214765,0.03815880748261437,0.014533639762673592
479,"[29, 31, 32]",0.12919463087248323,0.11000530256114131,0.014212094458402486
400,"[18, 19, 20, 21, 22]",0.4332214765100671,-0.03269626767357146,0.014164725357913003
18,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.3781879194630873,-0.037297548542936584,0.01410548228452669
19,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",0.3781879194630873,-0.03719419172215044,0.014066393983511257
121,"[5, 6, 7, 8, 9]",0.5694630872483222,0.024497289444159413,0.013950302076086753
50,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.36577181208053694,0.03799934610486433,0.013899089682651718
39,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.5328859060402684,0.02598667265239757,0.013847931601344744
351,"[15, 16, 17, 18, 19, 20, 21, 22]",0.38288590604026845,-0.036107589552775064,0.013825087140844412
309,"[13, 14, 15, 16, 17]",0.46375838926174495,-0.02969432332719113,0.013770991556435618
119,"[5, 6, 7]",0.5761744966442953,0.02370350938989034,0.013657357591423395
430,"[20, 21, 22, 28]",0.37214765100671143,-0.036586626372958495,0.013615627062956702
52,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29]",0.3073825503355705,0.04360359148159673,0.013402983153403561
368,"[16, 17, 18, 19, 20, 21, 22]",0.3832214765100671,0.034582486761470646,0.01325275163812063
416,"[19, 20, 21, 22, 28]",0.37214765100671143,-0.03541466857173398,0.01317948572015201
306,"[13, 14]",0.5318791946308725,-0.024608854645403237,0.01308893778958528
326,"[14, 15]",0.5043624161073825,0.025867507886435333,0.013046598776279296
336,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31]",0.3093959731543624,0.04180168502120572,0.01293327301662808
21,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28]",0.31912751677852347,-0.040520559112117355,0.012931225407927384
369,"[16, 17, 18, 19, 20, 21, 22, 28]",0.33489932885906043,0.03850085811455935,0.012893911543063836
470,"[28, 29, 31, 35]",0.23087248322147652,0.05534894079377297,0.012778547404736848
116,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40]",0.12953020134228188,0.09791554667568918,0.012683020475441618
122,"[5, 6, 7, 8, 9, 10]",0.5580536912751678,0.02267705030155091,0.012655011628013142
51,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28]",0.3194630872483222,0.03954427738586858,0.012632936936693588
125,"[5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5201342281879194,0.023754756143834307,0.012355661752665495
123,"[5, 6, 7, 8, 9, 10, 11]",0.5436241610738255,0.02258169715861442,0.012275956173474954
482,"[29, 31, 35, 36, 37]",0.2701342281879195,0.045414587379438424,0.012268034510217428
314,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.3818791946308725,-0.03179399738564935,0.012141466115727839
493,"[31, 35, 36, 37]",0.2701342281879195,0.04401777885089184,0.011890708716432191
38,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5469798657718121,0.021660003811269077,0.0118475859773049
124,"[5, 6, 7, 8, 9, 10, 11, 12]",0.5328859060402684,0.02216506820051753,0.011811452450477126
117,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40, 41]",0.11845637583892618,0.09803985747506373,0.011613446204260906
469,"[28, 29, 31, 32]",0.1221476510067114,0.09236192780675997,0.011281792524047192
22,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29]",0.3070469798657718,-0.0367071265868781,0.011270812358051496
467,"[28, 29]",0.36845637583892615,0.03046033365032907,0.011223304143644738
331,"[14, 15, 16, 17, 18, 19, 20]",0.3959731543624161,0.0282360601611368,0.011180721808772288
352,"[15, 16, 17, 18, 19, 20, 21, 22, 28]",0.3345637583892617,-0.03319772913658154,0.01110675702992342
55,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36]",0.19966442953020133,0.054839455134422496,0.010949488525161538
387,"[17, 18, 19, 20, 21, 22, 28, 29, 31]",0.3422818791946309,0.03188900674769537,0.010915029155251435
54,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35]",0.19966442953020133,0.05388035007012831,0.010757989359639713
127,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.49161073825503354,0.021821538351500323,0.010727702578841602
118,"[5, 6]",0.587248322147651,0.018066211657644937,0.010609352483516321
332,"[14, 15, 16, 17, 18, 19, 20, 21]",0.3959731543624161,0.026782547699300094,0.010605169894353728
401,"[18, 19, 20, 21, 22, 28]",0.37214765100671143,-0.028280912320381726,0.010524675088356824
363,"[16, 17]",0.46610738255033557,0.02244538999754271,0.010461961982076115
126,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.5181208053691275,0.020104735569407083,0.010416681784954543
457,"[22, 28, 29, 31]",0.3422818791946309,0.030023789699179685,0.010276599158779624
471,"[28, 29, 31, 35, 36]",0.23087248322147652,0.04366123296457554,0.010080177275042944
56,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37]",0.17818791946308724,0.055799275550231744,0.009942756817843307
310,"[13, 14, 15, 16, 17, 18]",0.3983221476510067,-0.02494483673441529,0.009936080940856023
315,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28]",0.33355704697986577,-0.029576501198314786,0.00986545039970634
382,"[17, 18, 19, 20]",0.448993288590604,0.02173018086911494,0.009756705370092548
431,"[20, 21, 22, 28, 29]",0.35906040268456374,-0.027004013445268538,0.009696071941757494
330,"[14, 15, 16, 17, 18, 19]",0.3969798657718121,0.024319567559181157,0.009654378665272252
37,"[2, 3, 4, 5, 6, 7, 8, 9]",0.5577181208053691,0.01730588322391935,0.009651804670521461
57,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38]",0.16778523489932887,0.056384942217363246,0.009460560774725377
483,"[29, 31, 35, 36, 37, 38]",0.2557046979865772,0.036227366505519075,0.009263507811142798
179,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.4963087248322148,-0.018273528721337872,0.009069311737872052
598,"[78, 79, 80]",0.24496644295302014,0.03694005495081604,0.009049073863790506
348,"[15, 16, 17, 18, 19]",0.3983221476510067,-0.022551534701853285,0.008982775735268405
34,"[2, 3, 4, 5, 6]",0.5751677852348993,-0.015331659975765605,0.008818276912235653
154,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.4963087248322148,-0.01766167925658781,0.008765645510232675
185,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.37718120805369126,-0.02322993327087851,0.008761894294116591
180,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.45838926174496647,-0.01906194084485957,0.0087377889913014
58,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39]",0.15201342281879196,0.05717401861216281,0.008691218265540186
160,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.37718120805369126,-0.02294988398285857,0.008656264965346655
203,"[8, 9, 10, 11, 12, 13, 14, 15, 16]",0.4966442953020134,-0.017410894202391954,0.008647021281724863
494,"[31, 35, 36, 37, 38]",0.2557046979865772,0.033272475507897935,0.008507928301012827
155,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.45838926174496647,-0.0185315710302876,0.00849467316354794
311,"[13, 14, 15, 16, 17, 18, 19]",0.3969798657718121,-0.021341264341393135,0.008472052253647007
381,"[17, 18, 19]",0.45,0.01865440002611054,0.008394480011749743
456,"[22, 28, 29]",0.35906040268456374,-0.02337882483293836,0.008394410258806726
350,"[15, 16, 17, 18, 19, 20, 21]",0.39731543624161075,-0.021126389830813417,0.008393840791839961
204,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.4587248322147651,-0.018075108330250958,0.008291501036058075
23,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31]",0.29563758389261746,-0.02802633002386296,0.00828563649363197
128,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.489261744966443,0.016931515387143558,0.008283942763240036
209,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.37718120805369126,-0.02188556888984251,0.008254825312813081
505,"[34, 29, 31]",0.10570469798657718,0.07710486966070841,0.00815034696077958
589,"[77, 78, 79, 80]",0.24496644295302014,0.03319901828626259,0.008132645419118017
137,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31]",0.30268456375838926,0.026784172873510585,0.008107155681847835
353,"[15, 16, 17, 18, 19, 20, 21, 22, 28, 29]",0.32248322147651004,-0.024777774073560906,0.00799041640425907
313,"[13, 14, 15, 16, 17, 18, 19, 20, 21]",0.3959731543624161,-0.019942365859116785,0.007896641514683828
428,"[20, 21]",0.448993288590604,-0.017563527653213753,0.007885906040268457
335,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29]",0.3214765100671141,0.02450658336300887,0.007878290893208892
307,"[13, 14, 15]",0.5043624161073825,-0.015566800936247429,0.007851309331268418
132,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.3865771812080537,0.020139192451212554,0.007785352249596262
329,"[14, 15, 16, 17, 18]",0.3983221476510067,0.01928390520950813,0.007681206538149715
619,"[80, 81, 82, 83, 84, 85, 86]",0.2023489932885906,0.03753677194553995,0.007595528014483419
177,"[7, 8, 9, 10, 11, 12, 13, 14]",0.5261744966442953,-0.014363738307033535,0.007557832773633752
472,"[28, 29, 31, 35, 36, 37]",0.20738255033557046,0.03619234851502646,0.007505661537679983
620,"[80, 81, 82, 83, 84, 85, 86, 87]",0.19966442953020133,0.03753677194553995,0.007494758156911499
349,"[15, 16, 17, 18, 19, 20]",0.39731543624161075,-0.01879294558487774,0.007466727373320551
618,"[80, 81, 82, 83, 84, 85]",0.20570469798657717,0.03629382040885561,0.007465809365982713
59,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40]",0.1285234899328859,0.057946438581473886,0.00744747851567265
383,"[17, 18, 19, 20, 21]",0.448993288590604,0.01655023831363208,0.00743094592739588
133,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",0.3865771812080537,0.01918174059325918,0.007415223209206233
417,"[19, 20, 21, 22, 28, 29]",0.35906040268456374,-0.020639064149953458,0.007410670684714832
564,"[73, 74]",0.2895973154362416,-0.025493138706493286,0.007382744531444197
129,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.45167785234899327,0.01624694057077133,0.0073383832242477215
186,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28]",0.3295302013422819,-0.022210959813119876,0.007319182059222724
131,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.3875838926174497,0.018882500869797876,0.007318553189468641
617,"[80, 81, 82, 83, 84]",0.20738255033557046,0.03512896108206798,0.007285133539838258
316,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29]",0.3214765100671141,-0.022651865433814474,0.007282042646172573
