,Pattern,Relative SUP,global_dropout_interest,global_dropout_criterion
16,"[2, 3]",0.9517730496453901,-0.12225787215887184,0.11636174782780569
31,"[3, 4]",0.5617021276595745,-0.14263330025962184,0.08011742823093652
0,"[1, 2]",0.9914893617021276,0.07840484147907725,0.0777375662324468
58,"[5, 6]",0.5134751773049645,0.09994152018405109,0.05131748979663332
1,"[1, 2, 3]",0.950354609929078,-0.05011253656143737,0.04762468013640147
17,"[2, 3, 4]",0.5617021276595745,-0.07421168406484023,0.041684860836420895
46,"[4, 5, 6]",0.5049645390070922,0.07392124416377507,0.03732760698199138
60,"[5, 6, 7, 8]",0.451063829787234,0.07092840622618575,0.03199323855308804
32,"[3, 4, 5]",0.502127659574468,-0.06269077769414842,0.031478773480466016
59,"[5, 6, 7]",0.5134751773049645,0.06034161732447972,0.030983922654555542
45,"[4, 5]",0.5163120567375886,0.059537479780010685,0.030739918638189912
71,"[6, 7, 8]",0.451063829787234,0.06217311915598155,0.028044045236315082
48,"[4, 5, 6, 7, 8]",0.4453900709219858,0.06111886340559321,0.027221734906888322
47,"[4, 5, 6, 7]",0.5049645390070922,0.05072638602416555,0.02561502613418856
100,"[9, 10]",0.3333333333333333,-0.06611224406320974,0.02203741468773658
70,"[6, 7]",0.5134751773049645,0.041915292268320414,0.021522462129265233
81,"[7, 8]",0.451063829787234,0.041915292268320414,0.018906472257199845
2,"[1, 2, 3, 4]",0.5617021276595745,-0.03211422939027227,0.018038630976663573
18,"[2, 3, 4, 5]",0.502127659574468,-0.031360196189430575,0.015746821916394926
176,"[23, 24]",0.1375886524822695,0.10268877293130384,0.014128809892675847
180,"[24, 25]",0.1375886524822695,0.10268877293130384,0.014128809892675847
177,"[23, 24, 25]",0.1375886524822695,0.10268877293130384,0.014128809892675847
131,"[12, 13]",0.25673758865248225,0.05502610439439032,0.014127269355155528
91,"[8, 9]",0.451063829787234,-0.027814371722784212,0.012546057032404793
173,"[22, 23, 24, 25]",0.1375886524822695,0.09043387097051953,0.012442674445589212
172,"[22, 23, 24]",0.1375886524822695,0.08634890365025809,0.011880629296560334
61,"[5, 6, 7, 8, 9]",0.451063829787234,0.025079221705574153,0.011312329790599405
82,"[7, 8, 9]",0.451063829787234,-0.024828977280077144,0.011199453581651819
49,"[4, 5, 6, 7, 8, 9]",0.4453900709219858,0.024546133441848958,0.010932604114525634
171,"[22, 23]",0.1375886524822695,0.07817896900973521,0.010756538998502575
190,"[28, 29]",0.10354609929078014,0.10268877293130384,0.010633021877993164
193,"[29, 30]",0.10354609929078014,0.10268877293130384,0.010633021877993164
191,"[28, 29, 30]",0.10354609929078014,0.10268877293130384,0.010633021877993164
33,"[3, 4, 5, 6]",0.4921985815602837,-0.021345890037785364,0.010506416798739747
101,"[9, 10, 11]",0.22411347517730495,-0.0467115978453765,0.010468698524212037
142,"[13, 19, 20]",0.19858156028368795,0.05228719732254591,0.010383273227172238
34,"[3, 4, 5, 6, 7]",0.4921985815602837,-0.020848349709160885,0.01026152815472174
36,"[3, 4, 5, 6, 7, 8, 9]",0.4340425531914894,-0.022838641713053262,0.009912942360559288
178,"[23, 24, 25, 26]",0.1375886524822695,0.07176093787975744,0.009873490743739678
133,"[12, 13, 19, 20]",0.19858156028368795,0.04934354977395819,0.009798719104048436
192,"[28, 29, 30, 31]",0.10354609929078014,0.09241480032856411,0.00956919209075912
165,"[21, 22]",0.14468085106382977,-0.06517767434690815,0.009429961394871816
174,"[22, 23, 24, 25, 26]",0.1375886524822695,0.06814258332143927,0.009375646215857602
194,"[29, 30, 31]",0.10354609929078014,0.08899014279431754,0.009214582161681107
158,"[20, 21]",0.2028368794326241,-0.04414009264756173,0.008953238650498336
150,"[19, 20]",0.20425531914893616,0.04366099515352606,0.00891799049944362
121,"[11, 12, 13]",0.2553191489361702,0.03404730112635687,0.008692927947154944
195,"[30, 31]",0.10354609929078014,0.08214082772582439,0.008505362303525077
181,"[24, 25, 26]",0.1375886524822695,0.06145165952924198,0.00845505102742762
6,"[1, 2, 3, 4, 5, 6, 7, 8]",0.4340425531914894,0.01940708841795674,0.008423502206942926
62,"[5, 6, 7, 8, 9, 10]",0.3333333333333333,0.02524818946305392,0.008416063154351306
50,"[4, 5, 6, 7, 8, 9, 10]",0.3304964539007092,0.024767118414506642,0.0081854448093334
110,"[10, 11, 12, 13]",0.2553191489361702,0.03205873290738086,0.008185208401884473
132,"[12, 13, 19]",0.2226950354609929,0.03387662353632445,0.00754415587972048
123,"[11, 12, 13, 19, 20]",0.1971631205673759,0.03789277873722455,0.007471058502800301
112,"[10, 11, 12, 13, 19, 20]",0.1971631205673759,0.03592615365609593,0.007083312564818914
188,"[27, 28, 29, 30]",0.10354609929078014,0.06739465528424501,0.0069784536677303345
189,"[27, 28, 29, 30, 31]",0.10354609929078014,0.066234300731465,0.006858303479995666
141,"[13, 19]",0.2226950354609929,0.03055863174038917,0.006805255579065389
151,"[19, 20, 21]",0.2028368794326241,-0.03223417449164358,0.006538279364971675
175,"[22, 23, 24, 25, 26, 27]",0.12056737588652482,0.05037086982504415,0.006073083595927308
162,"[20, 21, 22, 23, 24, 25]",0.13191489361702127,0.04557588309782577,0.006012137770351485
179,"[23, 24, 25, 26, 27]",0.12056737588652482,0.04971121077241966,0.005993550234972583
4,"[1, 2, 3, 4, 5, 6]",0.4921985815602837,0.01190435380116886,0.005859306055327084
187,"[27, 28, 29]",0.10354609929078014,0.05562994940189207,0.005760264264309391
183,"[25, 26]",0.1375886524822695,0.04083310282821105,0.005618171594803507
147,"[13, 19, 20, 21, 22, 23, 24, 25]",0.13191489361702127,0.04182157025846662,0.0055168879915424044
138,"[12, 13, 19, 20, 21, 22, 23, 24, 25]",0.13191489361702127,0.04167612991065866,0.005497702243533695
37,"[3, 4, 5, 6, 7, 8, 9, 10]",0.3219858156028369,-0.016722182967615018,0.005384305721487389
109,"[10, 11, 12]",0.27375886524822696,0.019565109989645932,0.0053561223092222195
111,"[10, 11, 12, 13, 19]",0.22127659574468084,0.02396251868994323,0.005302344561178927
65,"[5, 6, 7, 8, 9, 10, 11, 12, 13]",0.18723404255319148,0.028181226684154903,0.005276484996182195
