,Pattern,Relative SUP,global_interest_16,global_criterion_16,global_interest_20,global_criterion_20,global_interest_22,global_criterion_22,global_interest_27,global_criterion_27
1425,"[6, 9, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
731,"[3, 9, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
137,"[1, 8, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
1632,"[7, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
32,"[1, 3, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
355,"[2, 4, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
1232,"[5, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
984,"[4, 9, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
418,"[2, 7, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
694,"[3, 7, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
1786,"[8, 9, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
1388,"[6, 7, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
1215,"[5, 9, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
437,"[2, 8, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
1197,"[5, 8, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
1158,"[5, 6, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
398,"[2, 6, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
1615,"[7, 9, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
966,"[4, 8, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
118,"[1, 7, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
1803,"[8, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
1407,"[6, 8, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
947,"[4, 7, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
55,"[1, 4, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
1001,"[4, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
713,"[3, 8, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
455,"[2, 9, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
748,"[3, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
906,"[4, 5, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
472,"[2, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
172,"[1, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
1597,"[7, 8, 10]",0.3333333333333333,0.044334071637917534,0.014778023879305845,0.3793408953621049,0.12644696512070164,0.265413786160145,0.08847126205338166,0.22328120455511558,0.07442706818503853
