,Pattern,Relative SUP,global_interest_17,global_criterion_17,global_interest_28,global_criterion_28,global_interest_77,global_criterion_77,global_interest_81,global_criterion_81,global_interest_78,global_criterion_78
478,"[29, 31]",0.36476510067114093,0.5338926174496644,0.1947453943516058,0.6278523489932886,0.22901862528714922,0.3870235902985659,0.1411726988773628,0.3409635978041734,0.12437162107823371,0.3700761906424276,0.13499087893567743
171,"[7, 8]",0.5832214765100671,0.3330870938593308,0.19426354668708617,0.2659421073362116,0.15510314850682405,0.1824904812289062,0.10643236791135535,0.16522462755153272,0.09636255123643082,0.17601578609989116,0.10265618665825867
146,"[6, 7, 8]",0.5832214765100671,0.3330870938593308,0.19426354668708617,0.2659421073362116,0.15510314850682405,0.1824904812289062,0.10643236791135535,0.16522462755153272,0.09636255123643082,0.17601578609989116,0.10265618665825867
95,"[4, 5, 6, 7, 8, 9, 10]",0.5493288590604026,0.35307404689376964,0.19395376334399358,0.28576316145510905,0.1569779514436287,0.1985099195204848,0.10904722760236027,0.18052071845289103,0.0991652403044908,0.1916876099264902,0.10529953605693437
121,"[5, 6, 7, 8, 9]",0.5694630872483222,0.3400210794414146,0.19362945362821496,0.27369795889311177,0.1558608846448358,0.19012291726813596,0.10826798342417004,0.1718561773045999,0.0978657492905725,0.18327288978181,0.104367145624071
67,"[3, 4, 5, 6, 7, 8, 9, 10]",0.547986577181208,0.35324350538597793,0.19357269942795366,0.2855375908793878,0.15647076708256383,0.19900931706374808,0.10905443448493309,0.18091686976249088,0.09914001621548577,0.19214810309185137,0.10529458132516553
145,"[6, 7]",0.5855704697986577,0.32988115613161295,0.19316866357371293,0.26338243495317404,0.15422897617224451,0.1807340243456857,0.1058325075447052,0.16363435318551567,0.09581944507004189,0.17432164766062197,0.10207760911670648
38,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5469798657718121,0.3529110223576398,0.1930352236385748,0.28552106064973026,0.1561742714292149,0.19861860254457114,0.10864037655961442,0.1804483880265162,0.0987016350614837,0.1917280849837361,0.10487140218909057
8,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5466442953020134,0.35279992254481485,0.19285606504211522,0.28531091252920016,0.15596358272149902,0.19889729360047131,0.1087260708977073,0.18070109302450138,0.09877922165668213,0.19199698419172628,0.10495405612359802
118,"[5, 6]",0.587248322147651,0.32760690316395014,0.1923866042070177,0.26156663470757435,0.15360456736183056,0.17948801534036435,0.10540403585424081,0.16250623202301057,0.09543151209404983,0.1731198465963567,0.10166433944416921
120,"[5, 6, 7, 8]",0.5738255033557047,0.33447741277130183,0.1919316697446061,0.26937281682954584,0.15457299220755819,0.18673613564111619,0.10715395702896265,0.16879194630872485,0.09685712355299311,0.18000706464146943,0.10329264447547407
402,"[18, 19, 20, 21, 22, 28, 29]",0.35906040268456374,0.5338926174496644,0.19169969821179225,0.0,0.0,0.43224471583476975,0.15520196172590725,0.3908320191684699,0.14033230218465192,0.41671495458490726,0.1496258393979365
456,"[22, 28, 29]",0.35906040268456374,0.5338926174496644,0.19169969821179225,0.0,0.0,0.43224471583476975,0.15520196172590725,0.3908320191684699,0.14033230218465192,0.41671495458490726,0.1496258393979365
431,"[20, 21, 22, 28, 29]",0.35906040268456374,0.5338926174496644,0.19169969821179225,0.0,0.0,0.43224471583476975,0.15520196172590725,0.3908320191684699,0.14033230218465192,0.41671495458490726,0.1496258393979365
