,Pattern,Relative SUP,global_dropout_interest,global_dropout_criterion
3215,"[3, 31]",0.36476510067114093,0.1989148746683582,0.07255720428339106
2395,"[3, 4]",0.6879194630872483,-0.09310522989331302,0.0640488997588227
1223,"[2, 3]",0.9177852348993288,-0.06330459291413355,0.05810002067790445
3516,"[3, 87]",0.2285234899328859,-0.23212890697218908,0.05304690793559086
3124,"[3, 22]",0.4332214765100671,-0.12237390042664888,0.05301500182912876
17570,"[31, 87]",0.2285234899328859,0.1989148746683582,0.04545672135877581
3242,"[3, 31, 87]",0.2285234899328859,0.1989148746683582,0.04545672135877581
3127,"[3, 22, 31]",0.36476510067114093,-0.12237390042664888,0.04463772810864675
16363,"[22, 31]",0.36476510067114093,-0.12237390042664888,0.04463772810864675
1224,"[2, 3, 4]",0.6875838926174497,-0.06330459291413355,0.04352721841646297
1273,"[2, 4]",0.6875838926174497,-0.06330459291413355,0.04352721841646297
2413,"[3, 4, 22]",0.4332214765100671,-0.09310522989331302,0.0403351851651903
4197,"[4, 22]",0.4332214765100671,-0.09310522989331302,0.0403351851651903
2416,"[3, 4, 31]",0.36476510067114093,-0.09310522989331302,0.033961538555044045
4200,"[4, 22, 31]",0.36476510067114093,-0.09310522989331302,0.033961538555044045
4288,"[4, 31]",0.36476510067114093,-0.09310522989331302,0.033961538555044045
2917,"[3, 16]",0.5043624161073825,-0.05724621621335586,0.02887283992237378
3990,"[4, 16]",0.5043624161073825,-0.05724621621335586,0.02887283992237378
2407,"[3, 4, 16]",0.5043624161073825,-0.05724621621335586,0.02887283992237378
1236,"[2, 3, 16]",0.5040268456375839,-0.05724621621335586,0.028853629782704872
1285,"[2, 4, 16]",0.5040268456375839,-0.05724621621335586,0.028853629782704872
1795,"[2, 16]",0.5040268456375839,-0.05724621621335586,0.028853629782704872
16664,"[22, 87]",0.2285234899328859,-0.12237390042664888,0.027965310802197278
3154,"[3, 22, 87]",0.2285234899328859,-0.12237390042664888,0.027965310802197278
16390,"[22, 31, 87]",0.2285234899328859,-0.12237390042664888,0.027965310802197278
2002,"[2, 22]",0.43288590604026844,-0.06330459291413355,0.02740366606014506
1291,"[2, 4, 22]",0.43288590604026844,-0.06330459291413355,0.02740366606014506
1242,"[2, 3, 22]",0.43288590604026844,-0.06330459291413355,0.02740366606014506
2415,"[3, 4, 29]",0.36845637583892615,0.0696039086734825,0.02564600393405496
4258,"[4, 29]",0.36845637583892615,0.0696039086734825,0.02564600393405496
3126,"[3, 22, 29]",0.36845637583892615,0.0696039086734825,0.02564600393405496
4199,"[4, 22, 29]",0.36845637583892615,0.0696039086734825,0.02564600393405496
16333,"[22, 29]",0.36845637583892615,0.0696039086734825,0.02564600393405496
3185,"[3, 29]",0.36845637583892615,0.0696039086734825,0.02564600393405496
3187,"[3, 29, 31]",0.36476510067114093,0.0696039086734825,0.025389076754387743
16335,"[22, 29, 31]",0.36476510067114093,0.0696039086734825,0.025389076754387743
16999,"[29, 31]",0.36476510067114093,0.0696039086734825,0.025389076754387743
4260,"[4, 29, 31]",0.36476510067114093,0.0696039086734825,0.025389076754387743
2923,"[3, 16, 22]",0.4332214765100671,-0.05724621621335586,0.02480029031256457
13615,"[16, 22]",0.4332214765100671,-0.05724621621335586,0.02480029031256457
3996,"[4, 16, 22]",0.4332214765100671,-0.05724621621335586,0.02480029031256457
1801,"[2, 16, 22]",0.43288590604026844,-0.05724621621335586,0.024781080172895657
2063,"[2, 29]",0.3681208053691275,-0.06330459291413355,0.023303737727115605
1293,"[2, 4, 29]",0.3681208053691275,-0.06330459291413355,0.023303737727115605
1244,"[2, 3, 29]",0.3681208053691275,-0.06330459291413355,0.023303737727115605
2004,"[2, 22, 29]",0.3681208053691275,-0.06330459291413355,0.023303737727115605
2005,"[2, 22, 31]",0.3644295302013423,-0.06330459291413355,0.023070063055284914
1245,"[2, 3, 31]",0.3644295302013423,-0.06330459291413355,0.023070063055284914
2065,"[2, 29, 31]",0.3644295302013423,-0.06330459291413355,0.023070063055284914
1294,"[2, 4, 31]",0.3644295302013423,-0.06330459291413355,0.023070063055284914
2093,"[2, 31]",0.3644295302013423,-0.06330459291413355,0.023070063055284914
4227,"[4, 22, 87]",0.2285234899328859,-0.09310522989331302,0.021276732066223544
4315,"[4, 31, 87]",0.2285234899328859,-0.09310522989331302,0.021276732066223544
2443,"[3, 4, 87]",0.2285234899328859,-0.09310522989331302,0.021276732066223544
4589,"[4, 87]",0.2285234899328859,-0.09310522989331302,0.021276732066223544
13617,"[16, 22, 29]",0.36845637583892615,-0.05724621621335586,0.021092733356464676
3998,"[4, 16, 29]",0.36845637583892615,-0.05724621621335586,0.021092733356464676
2925,"[3, 16, 29]",0.36845637583892615,-0.05724621621335586,0.021092733356464676
13676,"[16, 29]",0.36845637583892615,-0.05724621621335586,0.021092733356464676
1803,"[2, 16, 29]",0.3681208053691275,-0.05724621621335586,0.021073523216795766
3999,"[4, 16, 31]",0.36476510067114093,-0.05724621621335586,0.02088142182010665
13706,"[16, 31]",0.36476510067114093,-0.05724621621335586,0.02088142182010665
13678,"[16, 29, 31]",0.36476510067114093,-0.05724621621335586,0.02088142182010665
2926,"[3, 16, 31]",0.36476510067114093,-0.05724621621335586,0.02088142182010665
13618,"[16, 22, 31]",0.36476510067114093,-0.05724621621335586,0.02088142182010665
1804,"[2, 16, 31]",0.3644295302013423,-0.05724621621335586,0.02086221168043774
17303,"[31, 31]",0.10167785234899329,0.1989148746683582,0.02022523725654783
3217,"[3, 31, 31]",0.10167785234899329,0.1989148746683582,0.02022523725654783
0,"[1, 2]",0.998993288590604,0.01860208717985772,0.018583360246455176
2405,"[3, 4, 14]",0.5318791946308725,-0.03313292859301295,0.017622715375813936
3913,"[4, 14]",0.5318791946308725,-0.03313292859301295,0.017622715375813936
2840,"[3, 14]",0.5318791946308725,-0.03313292859301295,0.017622715375813936
1234,"[2, 3, 14]",0.5315436241610738,-0.03313292859301295,0.01761159694340017
1283,"[2, 4, 14]",0.5315436241610738,-0.03313292859301295,0.01761159694340017
1718,"[2, 14]",0.5315436241610738,-0.03313292859301295,0.01761159694340017
1,"[1, 2, 3]",0.9171140939597315,0.01860208717985772,0.01706023632971515
51,"[1, 3]",0.9171140939597315,0.01860208717985772,0.01706023632971515
12245,"[14, 16]",0.5043624161073825,-0.03313292859301295,0.01671100391788539
3915,"[4, 14, 16]",0.5043624161073825,-0.03313292859301295,0.01671100391788539
2842,"[3, 14, 16]",0.5043624161073825,-0.03313292859301295,0.01671100391788539
1720,"[2, 14, 16]",0.5040268456375839,-0.03313292859301295,0.01669988548547163
17300,"[29, 87]",0.2285234899328859,0.0696039086734825,0.01590612812303409
16362,"[22, 29, 87]",0.2285234899328859,0.0696039086734825,0.01590612812303409
17026,"[29, 31, 87]",0.2285234899328859,0.0696039086734825,0.01590612812303409
3214,"[3, 29, 87]",0.2285234899328859,0.0696039086734825,0.01590612812303409
4287,"[4, 29, 87]",0.2285234899328859,0.0696039086734825,0.01590612812303409
1272,"[2, 3, 87]",0.22818791946308725,-0.06330459291413355,0.014445343349533832
2092,"[2, 29, 87]",0.22818791946308725,-0.06330459291413355,0.014445343349533832
2032,"[2, 22, 87]",0.22818791946308725,-0.06330459291413355,0.014445343349533832
1321,"[2, 4, 87]",0.22818791946308725,-0.06330459291413355,0.014445343349533832
2120,"[2, 31, 87]",0.22818791946308725,-0.06330459291413355,0.014445343349533832
2394,"[2, 87]",0.22818791946308725,-0.06330459291413355,0.014445343349533832
2848,"[3, 14, 22]",0.4332214765100671,-0.03313292859301295,0.01435389624616769
12251,"[14, 16, 22]",0.4332214765100671,-0.03313292859301295,0.01435389624616769
12452,"[14, 22]",0.4332214765100671,-0.03313292859301295,0.01435389624616769
3921,"[4, 14, 22]",0.4332214765100671,-0.03313292859301295,0.01435389624616769
1726,"[2, 14, 22]",0.43288590604026844,-0.03313292859301295,0.014342777813753928
2953,"[3, 16, 87]",0.2285234899328859,-0.05724621621335586,0.013082105114528638
4026,"[4, 16, 87]",0.2285234899328859,-0.05724621621335586,0.013082105114528638
14007,"[16, 87]",0.2285234899328859,-0.05724621621335586,0.013082105114528638
13705,"[16, 29, 87]",0.2285234899328859,-0.05724621621335586,0.013082105114528638
13733,"[16, 31, 87]",0.2285234899328859,-0.05724621621335586,0.013082105114528638
13645,"[16, 22, 87]",0.2285234899328859,-0.05724621621335586,0.013082105114528638
1831,"[2, 16, 87]",0.22818791946308725,-0.05724621621335586,0.013062894974859728
101,"[1, 4]",0.6875838926174497,0.01860208717985772,0.012790495513935726
2,"[1, 2, 4]",0.6875838926174497,0.01860208717985772,0.012790495513935726
52,"[1, 3, 4]",0.6875838926174497,0.01860208717985772,0.012790495513935726
3517,"[4, 5]",0.6110738255033556,-0.020387478992575012,0.012458254780362112
2396,"[3, 4, 5]",0.6110738255033556,-0.020387478992575012,0.012458254780362112
2444,"[3, 5]",0.6110738255033556,-0.020387478992575012,0.012458254780362112
1225,"[2, 3, 5]",0.610738255033557,-0.020387478992575012,0.012451413344458566
1274,"[2, 4, 5]",0.610738255033557,-0.020387478992575012,0.012451413344458566
1322,"[2, 5]",0.610738255033557,-0.020387478992575012,0.012451413344458566
16365,"[22, 31, 31]",0.10167785234899329,-0.12237390042664888,0.012442715378951212
3923,"[4, 14, 29]",0.36845637583892615,-0.03313292859301295,0.012208038790311482
12253,"[14, 16, 29]",0.36845637583892615,-0.03313292859301295,0.012208038790311482
2850,"[3, 14, 29]",0.36845637583892615,-0.03313292859301295,0.012208038790311482
12513,"[14, 29]",0.36845637583892615,-0.03313292859301295,0.012208038790311482
12454,"[14, 22, 29]",0.36845637583892615,-0.03313292859301295,0.012208038790311482
1728,"[2, 14, 29]",0.3681208053691275,-0.03313292859301295,0.01219692035789772
12254,"[14, 16, 31]",0.36476510067114093,-0.03313292859301295,0.012085736033760093
3924,"[4, 14, 31]",0.36476510067114093,-0.03313292859301295,0.012085736033760093
12455,"[14, 22, 31]",0.36476510067114093,-0.03313292859301295,0.012085736033760093
12543,"[14, 31]",0.36476510067114093,-0.03313292859301295,0.012085736033760093
2851,"[3, 14, 31]",0.36476510067114093,-0.03313292859301295,0.012085736033760093
12515,"[14, 29, 31]",0.36476510067114093,-0.03313292859301295,0.012085736033760093
1729,"[2, 14, 31]",0.3644295302013423,-0.03313292859301295,0.01207461760134633
150,"[1, 5]",0.610738255033557,0.01860208717985772,0.011361006264208405
102,"[1, 4, 5]",0.610738255033557,0.01860208717985772,0.011361006264208405
53,"[1, 3, 5]",0.610738255033557,0.01860208717985772,0.011361006264208405
3,"[1, 2, 5]",0.610738255033557,0.01860208717985772,0.011361006264208405
2453,"[3, 5, 14]",0.5318791946308725,-0.020387478992575012,0.01084367590712463
3526,"[4, 5, 14]",0.5318791946308725,-0.020387478992575012,0.01084367590712463
4938,"[5, 14]",0.5318791946308725,-0.020387478992575012,0.01084367590712463
1331,"[2, 5, 14]",0.5315436241610738,-0.020387478992575012,0.01083683447122108
5015,"[5, 16]",0.5043624161073825,-0.020387478992575012,0.010282678163033639
2455,"[3, 5, 16]",0.5043624161073825,-0.020387478992575012,0.010282678163033639
3528,"[4, 5, 16]",0.5043624161073825,-0.020387478992575012,0.010282678163033639
4940,"[5, 14, 16]",0.5043624161073825,-0.020387478992575012,0.010282678163033639
1333,"[2, 5, 16]",0.5040268456375839,-0.020387478992575012,0.01027583672713009
111,"[1, 4, 14]",0.5315436241610738,0.01860208717985772,0.00988782083654182
546,"[1, 14]",0.5315436241610738,0.01860208717985772,0.00988782083654182
159,"[1, 5, 14]",0.5315436241610738,0.01860208717985772,0.00988782083654182
62,"[1, 3, 14]",0.5315436241610738,0.01860208717985772,0.00988782083654182
12,"[1, 2, 14]",0.5315436241610738,0.01860208717985772,0.00988782083654182
3203,"[3, 29, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
3143,"[3, 22, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
2432,"[3, 4, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
3231,"[3, 31, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
17223,"[29, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
2942,"[3, 16, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
3439,"[3, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
16379,"[22, 31, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
16351,"[22, 29, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
4015,"[4, 16, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
17015,"[29, 31, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
17493,"[31, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
13930,"[16, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
13634,"[16, 22, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
4276,"[4, 29, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
16587,"[22, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
13694,"[16, 29, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
4512,"[4, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
13722,"[16, 31, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
4304,"[4, 31, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
4216,"[4, 22, 74]",0.2895973154362416,-0.033541597640536255,0.009713556632141875
1310,"[2, 4, 74]",0.28926174496644297,-0.033541597640536255,0.009702301062463843
2317,"[2, 74]",0.28926174496644297,-0.033541597640536255,0.009702301062463843
1820,"[2, 16, 74]",0.28926174496644297,-0.033541597640536255,0.009702301062463843
2109,"[2, 31, 74]",0.28926174496644297,-0.033541597640536255,0.009702301062463843
1261,"[2, 3, 74]",0.28926174496644297,-0.033541597640536255,0.009702301062463843
2081,"[2, 29, 74]",0.28926174496644297,-0.033541597640536255,0.009702301062463843
2021,"[2, 22, 74]",0.28926174496644297,-0.033541597640536255,0.009702301062463843
12531,"[14, 29, 74]",0.2895973154362416,-0.03313292859301295,0.00959520717307724
12559,"[14, 31, 74]",0.2895973154362416,-0.03313292859301295,0.00959520717307724
2867,"[3, 14, 74]",0.2895973154362416,-0.03313292859301295,0.00959520717307724
12767,"[14, 74]",0.2895973154362416,-0.03313292859301295,0.00959520717307724
12270,"[14, 16, 74]",0.2895973154362416,-0.03313292859301295,0.00959520717307724
12471,"[14, 22, 74]",0.2895973154362416,-0.03313292859301295,0.00959520717307724
3940,"[4, 14, 74]",0.2895973154362416,-0.03313292859301295,0.00959520717307724
1745,"[2, 14, 74]",0.28926174496644297,-0.03313292859301295,0.009584088740663478
3147,"[3, 22, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
17535,"[31, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
2946,"[3, 16, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
2436,"[3, 4, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
3481,"[3, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
4019,"[4, 16, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
13638,"[16, 22, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
16383,"[22, 31, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
13698,"[16, 29, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
3235,"[3, 31, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
4554,"[4, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
4220,"[4, 22, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
17019,"[29, 31, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
13972,"[16, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
4308,"[4, 31, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
13726,"[16, 31, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
3207,"[3, 29, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
4280,"[4, 29, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
16355,"[22, 29, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
16629,"[22, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
17265,"[29, 80]",0.2453020134228188,-0.03885345317581944,0.009530830292457722
1824,"[2, 16, 80]",0.24496644295302014,-0.03885345317581944,0.009517792220922212
2359,"[2, 80]",0.24496644295302014,-0.03885345317581944,0.009517792220922212
1314,"[2, 4, 80]",0.24496644295302014,-0.03885345317581944,0.009517792220922212
2025,"[2, 22, 80]",0.24496644295302014,-0.03885345317581944,0.009517792220922212
2085,"[2, 29, 80]",0.24496644295302014,-0.03885345317581944,0.009517792220922212
2113,"[2, 31, 80]",0.24496644295302014,-0.03885345317581944,0.009517792220922212
1265,"[2, 3, 80]",0.24496644295302014,-0.03885345317581944,0.009517792220922212
4290,"[4, 31, 31]",0.10167785234899329,-0.09310522989331302,0.009466739818011358
4977,"[5, 15]",0.5043624161073825,0.01860208717985772,0.009382193634673205
4978,"[5, 15, 16]",0.5043624161073825,0.01860208717985772,0.009382193634673205
12845,"[15, 16]",0.5043624161073825,0.01860208717985772,0.009382193634673205
2880,"[3, 15, 16]",0.5043624161073825,0.01860208717985772,0.009382193634673205
4939,"[5, 14, 15]",0.5043624161073825,0.01860208717985772,0.009382193634673205
2841,"[3, 14, 15]",0.5043624161073825,0.01860208717985772,0.009382193634673205
2406,"[3, 4, 15]",0.5043624161073825,0.01860208717985772,0.009382193634673205
2454,"[3, 5, 15]",0.5043624161073825,0.01860208717985772,0.009382193634673205
12207,"[14, 15]",0.5043624161073825,0.01860208717985772,0.009382193634673205
2879,"[3, 15]",0.5043624161073825,0.01860208717985772,0.009382193634673205
12208,"[14, 15, 16]",0.5043624161073825,0.01860208717985772,0.009382193634673205
3914,"[4, 14, 15]",0.5043624161073825,0.01860208717985772,0.009382193634673205
3953,"[4, 15, 16]",0.5043624161073825,0.01860208717985772,0.009382193634673205
3952,"[4, 15]",0.5043624161073825,0.01860208717985772,0.009382193634673205
3527,"[4, 5, 15]",0.5043624161073825,0.01860208717985772,0.009382193634673205
161,"[1, 5, 16]",0.5040268456375839,0.01860208717985772,0.009375951323539026
623,"[1, 16]",0.5040268456375839,0.01860208717985772,0.009375951323539026
64,"[1, 3, 16]",0.5040268456375839,0.01860208717985772,0.009375951323539026
63,"[1, 3, 15]",0.5040268456375839,0.01860208717985772,0.009375951323539026
14,"[1, 2, 16]",0.5040268456375839,0.01860208717985772,0.009375951323539026
547,"[1, 14, 15]",0.5040268456375839,0.01860208717985772,0.009375951323539026
548,"[1, 14, 16]",0.5040268456375839,0.01860208717985772,0.009375951323539026
112,"[1, 4, 15]",0.5040268456375839,0.01860208717985772,0.009375951323539026
1332,"[2, 5, 15]",0.5040268456375839,0.01860208717985772,0.009375951323539026
113,"[1, 4, 16]",0.5040268456375839,0.01860208717985772,0.009375951323539026
1758,"[2, 15, 16]",0.5040268456375839,0.01860208717985772,0.009375951323539026
586,"[1, 15, 16]",0.5040268456375839,0.01860208717985772,0.009375951323539026
585,"[1, 15]",0.5040268456375839,0.01860208717985772,0.009375951323539026
1284,"[2, 4, 15]",0.5040268456375839,0.01860208717985772,0.009375951323539026
13,"[1, 2, 15]",0.5040268456375839,0.01860208717985772,0.009375951323539026
160,"[1, 5, 15]",0.5040268456375839,0.01860208717985772,0.009375951323539026
1235,"[2, 3, 15]",0.5040268456375839,0.01860208717985772,0.009375951323539026
1757,"[2, 15]",0.5040268456375839,0.01860208717985772,0.009375951323539026
1719,"[2, 14, 15]",0.5040268456375839,0.01860208717985772,0.009375951323539026
2445,"[3, 5, 6]",0.587248322147651,0.015744944322714862,0.009246192135822486
3518,"[4, 5, 6]",0.587248322147651,0.015744944322714862,0.009246192135822486
4590,"[5, 6]",0.587248322147651,0.015744944322714862,0.009246192135822486
2492,"[3, 6]",0.587248322147651,0.015744944322714862,0.009246192135822486
3565,"[4, 6]",0.587248322147651,0.015744944322714862,0.009246192135822486
2397,"[3, 4, 6]",0.587248322147651,0.015744944322714862,0.009246192135822486
1275,"[2, 4, 6]",0.5869127516778524,0.015744944322714862,0.00924090859745916
1323,"[2, 5, 6]",0.5869127516778524,0.015744944322714862,0.00924090859745916
151,"[1, 5, 6]",0.5869127516778524,0.015744944322714862,0.00924090859745916
