,Pattern,Relative SUP,local_interest_17,local_criterion_17,local_interest_28,local_criterion_28,local_interest_77,local_criterion_77,local_interest_81,local_criterion_81,local_interest_78,local_criterion_78
155,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.7805714285714286,0,0,0,0,0,0,0,0,0.10985400543819279,0.08574889795918363
156,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0.6702857142857143,0,0,0,0,0,0,0,0,0.15090390938984277,0.10114873469387746
157,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.668,0,0,0,0,0,0,0,0,0.15285543199315643,0.1021074285714285
158,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.6662857142857143,0,0,0,0,0,0,0,0,0.15432786081842675,0.10282644897959177
142,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39]",0.2553542009884679,0,0,0,0,0,0,0,0,0.3861720784397088,0.0986106625340278
140,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37]",0.29873695771554093,0,0,0,0,0,0,0,0,0.3800130019058695,0.11352392808170951
122,"[5, 6, 7, 8, 9, 10]",0.9132344865458539,0,0,0,0,0,0,0,0,0.034687845385052984,0.03167813666960083
130,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0.6364634816035145,0,0,0,0,0,0,0,0,0.16983244564540145,0.10809214964471185
123,"[5, 6, 7, 8, 9, 10, 11]",0.8896210873146623,0,0,0,0,0,0,0,0,0.045690198710517216,0.04064696425647331
124,"[5, 6, 7, 8, 9, 10, 11, 12]",0.8720483250961011,0,0,0,0,0,0,0,0,0.05410360792157548,0.047180960669666046
125,"[5, 6, 7, 8, 9, 10, 11, 12, 13]",0.8511806699615596,0,0,0,0,0,0,0,0,0.062731218224655,0.05339560035596664
126,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.8478857770455793,0,0,0,0,0,0,0,0,0.0638936785288502,0.0541745412677346
127,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8045030203185063,0,0,0,0,0,0,0,0,0.08907493726021593,0.07166105606052517
128,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.800658978583196,0,0,0,0,0,0,0,0,0.08938018499309602,0.07156304762214936
129,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.7391543108182317,0,0,0,0,0,0,0,0,0.13035715888515442,0.09635405593597904
131,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.6342668863261944,0,0,0,0,0,0,0,0,0.17181654150352654,0.10897754279877714
139,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36]",0.33498077979132346,0,0,0,0,0,0,0,0,0.3920067338248664,0.13131472138010353
132,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.6326194398682042,0,0,0,0,0,0,0,0,0.1733136555006406,0.10964158766432616
133,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",0.6326194398682042,0,0,0,0,0,0,0,0,0.1733136555006406,0.10964158766432616
134,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.6106534870950028,0,0,0,0,0,0,0,0,0.1940470687700251,0.11849551920497964
135,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28]",0.5337726523887973,0,0,0,0,0,0,0,0,0.28005233862821255,0.14948427959726665
136,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29]",0.514003294892916,0,0,0,0,0,0,0,0,0.29243758712457224,0.15031388333256432
137,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31]",0.4953322350356947,0,0,0,0,0,0,0,0,0.31089372448314867,0.1539956834068095
138,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35]",0.33498077979132346,0,0,0,0,0,0,0,0,0.3920067338248664,0.13131472138010353
81,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29]",0.3355263157894737,0,0,0,0,0,0,0,0,0.4278035775713794,0.14353935826408123
80,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28]",0.34868421052631576,0,0,0,0,0,0,0,0,0.41516330133509877,0.14476088796552786
79,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.3991228070175439,0,0,0,0,0,0,0,0,0.32879474326842745,0.13122948086590747
29,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40]",0.128653006382264,0,0,0,0,0,0,0,0,0.5240139590647531,0.06741597121995312
22,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29]",0.30735639905945583,0,0,0,0,0,0,0,0,0.44995383550756174,0.1382961906245949
23,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31]",0.2959355055424924,0,0,0,0,0,0,0,0,0.468875453390866,0.13875689433569127
24,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35]",0.19986563654685927,0,0,0,0,0,0,0,0,0.5487369553128608,0.10967366087039039
25,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36]",0.19986563654685927,0,0,0,0,0,0,0,0,0.5487369553128608,0.10967366087039039
26,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37]",0.17836748404433994,0,0,0,0,0,0,0,0,0.5372064674114855,0.09582016600453436
27,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38]",0.16795431642593214,0,0,0,0,0,0,0,0,0.5317789721195835,0.08931457375202947
28,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39]",0.15216661068189452,0,0,0,0,0,0,0,0,0.5440659478370227,0.08278867126979216
30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40, 41]",0.11790393013100436,0,0,0,0,0,0,0,0,0.5087647271053384,0.05998536083774732
20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.3658045011756802,0,0,0,0,0,0,0,0,0.3506568417247258,0.12827185107095276
31,"[2, 3]",0.9180933199060087,0,0,0,0,0,0,0,0,0.02195158921714646,0.02015360742158294
32,"[2, 3, 4]",0.6871433366901645,0,0,0,0,0,0,0,0,0.1115407592604345,0.07664448949516932
33,"[2, 3, 4, 5]",0.6089291708627056,0,0,0,0,0,0,0,0,0.15692112335040614,0.09555384953260716
34,"[2, 3, 4, 5, 6]",0.5753608593487748,0,0,0,0,0,0,0,0,0.17401428827149834,0.10012101043885471
35,"[2, 3, 4, 5, 6, 7]",0.5646189996643168,0,0,0,0,0,0,0,0,0.17903345615104382,0.1010856909184477
36,"[2, 3, 4, 5, 6, 7, 8]",0.5622692178583417,0,0,0,0,0,0,0,0,0.1808099482446779,0.10166386818054228
37,"[2, 3, 4, 5, 6, 7, 8, 9]",0.5579053373615307,0,0,0,0,0,0,0,0,0.18414884940673765,0.10273762595300368
21,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28]",0.31944910984212294,0,0,0,0,0,0,0,0,0.43727003415954135,0.13968552317290017
19,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",0.37856902922405106,0,0,0,0,0,0,0,0,0.33053141222606075,0.12512895585447445
39,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.5330647868412219,0,0,0,0,0,0,0,0,0.20293671992782392,0.10817841935058221
9,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.5330870003359086,0,0,0,0,0,0,0,0,0.20305433443842405,0.10824562605098387
2,"[1, 2, 3, 4]",0.6872690628149143,0,0,0,0,0,0,0,0,0.11155023311665094,0.0766650241708659
3,"[1, 2, 3, 4, 5]",0.60900235136043,0,0,0,0,0,0,0,0,0.15697808960441526,0.09560002568115716
4,"[1, 2, 3, 4, 5, 6]",0.5754114880752436,0,0,0,0,0,0,0,0,0.17409420854690397,0.1001758076052558
5,"[1, 2, 3, 4, 5, 6, 7]",0.5646624118239839,0,0,0,0,0,0,0,0,0.17912103041821523,0.1011429130443466
6,"[1, 2, 3, 4, 5, 6, 7, 8]",0.5623110513940208,0,0,0,0,0,0,0,0,0.1808996411757364,0.10172186742632944
7,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5579442391669466,0,0,0,0,0,0,0,0,0.18424254827852385,0.10279706842144042
8,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5471951629156869,0,0,0,0,0,0,0,0,0.19208468114352453,0.10510780839193869
10,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.522337924084649,0,0,0,0,0,0,0,0,0.21165678562440662,0.11055636602148212
18,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.37856902922405106,0,0,0,0,0,0,0,0,0.33053141222606075,0.12512895585447445
11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5102452133019819,0,0,0,0,0,0,0,0,0.21987508798528463,0.11219021116884359
12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.5082297615048706,0,0,0,0,0,0,0,0,0.22106251475011882,0.11235054914911984
13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.4816929795095734,0,0,0,0,0,0,0,0,0.24680547142223344,0.11888446288864049
14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.4796775277124622,0,0,0,0,0,0,0,0,0.24677617099913532,0.11837298360321304
15,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.4420557608330534,0,0,0,0,0,0,0,0,0.28873337941441624,0.12763625371493845
16,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0.3809203896540141,0,0,0,0,0,0,0,0,0.32697121197849,0.12455000147249165
17,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.37957675512260663,0,0,0,0,0,0,0,0,0.32900021105763655,0.12488083254791041
38,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5471634776770729,0,0,0,0,0,0,0,0,0.19198108641883777,0.10504503889315393
40,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.522322927156764,0,0,0,0,0,0,0,0,0.21152782416072746,0.11048583229073243
78,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",0.4130116959064328,0,0,0,0,0,0,0,0,0.30871629664130823,0.12750344122978008
69,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.5698099415204678,0,0,0,0,0,0,0,0,0.189711034588824,0.10809923352484524
62,"[3, 4, 5]",0.6641081871345029,0,0,0,0,0,0,0,0,0.1351373641404925,0.08974582991347765
63,"[3, 4, 5, 6]",0.6275584795321637,0,0,0,0,0,0,0,0,0.1522260198156038,0.09553072954071334
64,"[3, 4, 5, 6, 7]",0.6158625730994152,0,0,0,0,0,0,0,0,0.1572444340326583,0.0968409617489142
65,"[3, 4, 5, 6, 7, 8]",0.6133040935672515,0,0,0,0,0,0,0,0,0.1590195442917982,0.0975273374713587
66,"[3, 4, 5, 6, 7, 8, 9]",0.6085526315789473,0,0,0,0,0,0,0,0,0.162355776829461,0.09880203524161278
67,"[3, 4, 5, 6, 7, 8, 9, 10]",0.5968567251461988,0,0,0,0,0,0,0,0,0.17018197412289654,0.10157425575390717
68,"[3, 4, 5, 6, 7, 8, 9, 10, 11]",0.5815058479532164,0,0,0,0,0,0,0,0,0.18112803746218675,0.10532701301255085
70,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5566520467836257,0,0,0,0,0,0,0,0,0.19791030706554086,0.11016717750760917
60,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40, 41]",0.11782477341389729,0,0,0,0,0,0,0,0,0.5089300315886418,0.05996456565545931
71,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.5544590643274854,0,0,0,0,0,0,0,0,0.19909495503205382,0.11039000247939534
72,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.5255847953216374,0,0,0,0,0,0,0,0,0.22477104327810715,0.11813624277555484
73,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.5233918128654971,0,0,0,0,0,0,0,0,0.2247419059753667,0.11762807359529426
74,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.4824561403508772,0,0,0,0,0,0,0,0,0.2665736310473152,0.12861008515440644
75,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0.4155701754385965,0,0,0,0,0,0,0,0,0.30516402042926133,0.12681706550733557
76,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.4141081871345029,0,0,0,0,0,0,0,0,0.30718851777870687,0.12720928020587532
77,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.4130116959064328,0,0,0,0,0,0,0,0,0.30871629664130823,0.12750344122978008
61,"[3, 4]",0.7492690058479532,0,0,0,0,0,0,0,0,0.08977392668663531,0.06726482079956227
59,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40]",0.12856663309835514,0,0,0,0,0,0,0,0,0.5241792635480566,0.067391963054349
41,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5102383350117489,0,0,0,0,0,0,0,0,0.21973375028709735,0.11211658289237594
49,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",0.37865055387714,0,0,0,0,0,0,0,0,0.33018541135465984,0.12502488889159324
42,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.5082242363209131,0,0,0,0,0,0,0,0,0.22091917752758972,0.11227648028760351
43,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.48170527022490767,0,0,0,0,0,0,0,0,0.24662720343215516,0.11880162367409958
44,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.4796911715340718,0,0,0,0,0,0,0,0,0.24659648094158526,0.11829015483904845
45,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.4420946626384693,0,0,0,0,0,0,0,0,0.2884924922444966,0.12754099103256195
46,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0.38100033568311514,0,0,0,0,0,0,0,0,0.3266315012724904,0.12444671162949869
47,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.3796576032225579,0,0,0,0,0,0,0,0,0.32865692028104776,0.12477709863640989
48,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.37865055387714,0,0,0,0,0,0,0,0,0.33018541135465984,0.12502488889159324
50,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.3658945955018463,0,0,0,0,0,0,0,0,0.35027455183224465,0.12816356545724963
58,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39]",0.15206445115810674,0,0,0,0,0,0,0,0,0.5442312523203261,0.0827582266871795
51,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28]",0.31957032561262166,0,0,0,0,0,0,0,0,0.43671738584658426,0.13956191719568586
52,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29]",0.3074857334676066,0,0,0,0,0,0,0,0,0.44935912376445897,0.13817151976107567
53,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31]",0.29607250755287007,0,0,0,0,0,0,0,0,0.4682299908886012,0.13863002751384565
54,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35]",0.19973145350788854,0,0,0,0,0,0,0,0,0.5489022597961642,0.10963304618285254
55,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36]",0.19973145350788854,0,0,0,0,0,0,0,0,0.5489022597961642,0.10963304618285254
56,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37]",0.1782477341389728,0,0,0,0,0,0,0,0,0.5373717718947889,0.09578530073049106
57,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38]",0.16784155756965424,0,0,0,0,0,0,0,0,0.5319442766028869,0.08928235592529152
159,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",0.6662857142857143,0,0,0,0,0,0,0,0,0.15432786081842675,0.10282644897959177
160,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.6422857142857142,0,0,0,0,0,0,0,0,0.17576715810879506,0.1128927346938775
161,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28]",0.5611428571428572,0,0,0,0,0,0,0,0,0.26183415769566465,0.14692636734693867
270,"[11, 12, 13, 14, 15, 16, 17]",0.8332322619769558,0,0,0,0,0,0,0,0,0.08326602598902072,0.06937993918066372
263,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40]",0.23699763593380616,0,0,0,0,0,0,0,0,0.3342736539266491,0.0792220657355711
264,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40, 41]",0.21690307328605202,0,0,0,0,0,0,0,0,0.3182374501581412,0.06902668097401762
265,"[11, 12]",0.9830200121285627,0,0,0,0,0,0,0,0,0.007688655828275659,0.007558102545563883
266,"[11, 12, 13]",0.9599757428744694,0,0,0,0,0,0,0,0,0.01603146224266544,0.015389814875766763
267,"[11, 12, 13, 14]",0.9563371740448757,0,0,0,0,0,0,0,0,0.017151879677274107,0.016402980140122054
268,"[11, 12, 13, 14, 15]",0.9066100667070952,0,0,0,0,0,0,0,0,0.04250716457323883,0.03853742330927353
269,"[11, 12, 13, 14, 15, 16]",0.9017586416009703,0,0,0,0,0,0,0,0,0.04311308477800119,0.03887759676463782
271,"[11, 12, 13, 14, 15, 16, 17, 18]",0.7143723468768951,0,0,0,0,0,0,0,0,0.12449125415310608,0.0889331093950024
261,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38]",0.3067375886524823,0,0,0,0,0,0,0,0,0.34268710968993843,0.10511501768858042
272,"[11, 12, 13, 14, 15, 16, 17, 18, 19]",0.7119466343238327,0,0,0,0,0,0,0,0,0.12643200204966504,0.09001283833008293
273,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.7101273499090358,0,0,0,0,0,0,0,0,0.12789626401944304,0.09082263503139346
274,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",0.7101273499090358,0,0,0,0,0,0,0,0,0.12789626401944304,0.09082263503139346
275,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.6846573681018799,0,0,0,0,0,0,0,0,0.14921301312065555,0.10215978884973931
276,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28]",0.5985445724681625,0,0,0,0,0,0,0,0,0.23471963911688826,0.14049016604509929
277,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29]",0.5767131594906003,0,0,0,0,0,0,0,0,0.24678500623964178,0.14232416066337134
278,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31]",0.5548817465130382,0,0,0,0,0,0,0,0,0.2663571563491039,0.14779672411123715
262,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39]",0.2783687943262411,0,0,0,0,0,0,0,0,0.35387962837481746,0.0985090454873162
260,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37]",0.3256501182033097,0,0,0,0,0,0,0,0,0.34840800950775075,0.11345910947917888
280,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36]",0.3747725894481504,0,0,0,0,0,0,0,0,0.3493801283900609,0.13093809541847037
250,"[10, 11, 12, 13, 14, 15, 16, 17, 18]",0.6944444444444444,0,0,0,0,0,0,0,0,0.13640661938534282,0.09472681901759918
243,"[10, 11]",0.9745862884160756,0,0,0,0,0,0,0,0,0.011312106914857789,0.011024624292317077
244,"[10, 11, 12]",0.9550827423167849,0,0,0,0,0,0,0,0,0.019782962338787013,0.01889436592167838
245,"[10, 11, 12, 13]",0.9326241134751773,0,0,0,0,0,0,0,0,0.028171039739683046,0.026272990962895888
246,"[10, 11, 12, 13, 14]",0.9290780141843972,0,0,0,0,0,0,0,0,0.029298179127641544,0.02722029408312796
247,"[10, 11, 12, 13, 14, 15]",0.8806146572104019,0,0,0,0,0,0,0,0,0.054784457454741586,0.04824399622196511
248,"[10, 11, 12, 13, 14, 15, 16]",0.8764775413711584,0,0,0,0,0,0,0,0,0.05506775767604166,0.04826565285671973
249,"[10, 11, 12, 13, 14, 15, 16, 17]",0.8096926713947991,0,0,0,0,0,0,0,0,0.09539093371986673,0.07723733995048311
251,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.692080378250591,0,0,0,0,0,0,0,0,0.13835439996931365,0.09575236546339615
259,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36]",0.36465721040189125,0,0,0,0,0,0,0,0,0.36035916947327695,0.13140756948286755
252,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.6903073286052009,0,0,0,0,0,0,0,0,0.13982399041419735,0.0965215252977438
253,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",0.6903073286052009,0,0,0,0,0,0,0,0,0.13982399041419735,0.0965215252977438
254,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.66548463356974,0,0,0,0,0,0,0,0,0.16122049641191027,0.10728976297861169
255,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28]",0.5815602836879432,0,0,0,0,0,0,0,0,0.2470881623709854,0.14369666180440285
256,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29]",0.5602836879432624,0,0,0,0,0,0,0,0,0.2592318281114403,0.14524336468655166
257,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31]",0.539598108747045,0,0,0,0,0,0,0,0,0.2781325171737886,0.15007978024803134
258,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35]",0.36465721040189125,0,0,0,0,0,0,0,0,0.36035916947327695,0.13140756948286755
279,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35]",0.3747725894481504,0,0,0,0,0,0,0,0,0.3493801283900609,0.13093809541847037
281,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37]",0.33474833232261975,0,0,0,0,0,0,0,0,0.3374904421652121,0.11297436268962831
241,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40]",0.23232908458864426,0,0,0,0,0,0,0,0,0.34281908207465117,0.07964684351792302
310,"[13, 14, 15, 16, 17, 18]",0.7470106985525488,0,0,0,0,0,0,0,0,0.1006772259448453,0.07520696488139167
303,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39]",0.2936458975940777,0,0,0,0,0,0,0,0,0.3371090570713171,0.09899069165080009
304,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40]",0.25046267735965455,0,0,0,0,0,0,0,0,0.3181290512758955,0.07967945392844762
305,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40, 41]",0.22887106724244294,0,0,0,0,0,0,0,0,0.30191007181683804,0.06909848034796232
306,"[13, 14]",0.9974826935179358,0,0,0,0,0,0,0,0,-0.010587539945397129,0.010560887862463467
307,"[13, 14, 15]",0.9458779106356199,0,0,0,0,0,0,0,0,0.018955660411603292,0.017929740464845658
308,"[13, 14, 15, 16]",0.9408432976714916,0,0,0,0,0,0,0,0,0.0195074852969212,0.018353486796033477
