,Pattern,Relative SUP,local_interest_17,local_criterion_17,local_interest_28,local_criterion_28,local_interest_77,local_criterion_77,local_interest_81,local_criterion_81,local_interest_78,local_criterion_78
600,"[78, 79, 80, 81, 82]",0.8419618528610354,0,0,0,0,0,0,0,0,0.0,0.0
583,"[74, 77, 78, 79, 80, 81, 82, 83, 84]",0.6002317497103129,0,0,0,0,0,0,0,0,0.14947856315179608,0.08972177950478606
582,"[74, 77, 78, 79, 80, 81, 82, 83]",0.6002317497103129,0,0,0,0,0,0,0,0,0.14947856315179608,0.08972177950478606
581,"[74, 77, 78, 79, 80, 81, 82]",0.6002317497103129,0,0,0,0,0,0,0,0,0.14947856315179608,0.08972177950478606
571,"[73, 74, 77, 78, 79, 80, 81, 82, 83]",0.5983796296296297,0,0,0,0,0,0,0,0,0.1504629629629629,0.09003397205075443
564,"[73, 74]",0.9988425925925926,0,0,0,0,0,0,0,0,0.000984399811166825,0.00098326045953353
565,"[73, 74, 77]",0.7708333333333334,0,0,0,0,0,0,0,0,0.11893143143143137,0.09167631172839502
566,"[73, 74, 77, 78]",0.7002314814814815,0,0,0,0,0,0,0,0,0.1504629629629629,0.1053589034636488
567,"[73, 74, 77, 78, 79]",0.6990740740740741,0,0,0,0,0,0,0,0,0.1504629629629629,0.105184756515775
568,"[73, 74, 77, 78, 79, 80]",0.6979166666666666,0,0,0,0,0,0,0,0,0.1504629629629629,0.10501060956790119
569,"[73, 74, 77, 78, 79, 80, 81]",0.6597222222222222,0,0,0,0,0,0,0,0,0.1504629629629629,0.0992637602880658
570,"[73, 74, 77, 78, 79, 80, 81, 82]",0.5983796296296297,0,0,0,0,0,0,0,0,0.1504629629629629,0.09003397205075443
572,"[73, 74, 77, 78, 79, 80, 81, 82, 83, 84]",0.5983796296296297,0,0,0,0,0,0,0,0,0.1504629629629629,0.09003397205075443
580,"[74, 77, 78, 79, 80, 81]",0.6616454229432214,0,0,0,0,0,0,0,0,0.14947856315179608,0.09890180713751515
573,"[73, 74, 77, 78, 79, 80, 81, 82, 83, 84, 85]",0.5925925925925926,0,0,0,0,0,0,0,0,0.1504629629629629,0.08916323731138542
574,"[73, 74, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86]",0.5833333333333334,0,0,0,0,0,0,0,0,0.1504629629629629,0.08777006172839504
575,"[73, 74, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87]",0.5787037037037037,0,0,0,0,0,0,0,0,0.1504629629629629,0.08707347393689983
576,"[74, 77]",0.7728852838933952,0,0,0,0,0,0,0,0,0.11799430528073152,0.09119606213470212
577,"[74, 77, 78]",0.7022016222479722,0,0,0,0,0,0,0,0,0.14947856315179608,0.10496408953648717
578,"[74, 77, 78, 79]",0.7010428736964078,0,0,0,0,0,0,0,0,0.14947856315179608,0.1047908814679451
579,"[74, 77, 78, 79, 80]",0.6998841251448435,0,0,0,0,0,0,0,0,0.14947856315179608,0.10461767339940305
601,"[78, 79, 80, 81, 82, 83]",0.840599455040872,0,0,0,0,0,0,0,0,0.0,0.0
602,"[78, 79, 80, 81, 82, 83, 84]",0.840599455040872,0,0,0,0,0,0,0,0,0.0,0.0
603,"[78, 79, 80, 81, 82, 83, 84, 85]",0.8337874659400545,0,0,0,0,0,0,0,0,0.0,0.0
632,"[83, 84]",1.0,0,0,0,0,0,0,0,0,0.0,0.0
625,"[81, 82, 83, 84, 85, 86]",0.93033381712627,0,0,0,0,0,0,0,0,0.0,0.0
626,"[81, 82, 83, 84, 85, 86, 87]",0.918722786647315,0,0,0,0,0,0,0,0,0.0,0.0
627,"[82, 83]",0.9984825493171472,0,0,0,0,0,0,0,0,0.0,0.0
628,"[82, 83, 84]",0.9984825493171472,0,0,0,0,0,0,0,0,0.0,0.0
629,"[82, 83, 84, 85]",0.9893778452200304,0,0,0,0,0,0,0,0,0.0,0.0
630,"[82, 83, 84, 85, 86]",0.9726858877086495,0,0,0,0,0,0,0,0,0.0,0.0
631,"[82, 83, 84, 85, 86, 87]",0.960546282245827,0,0,0,0,0,0,0,0,0.0,0.0
633,"[83, 84, 85]",0.9908814589665653,0,0,0,0,0,0,0,0,0.0,0.0
623,"[81, 82, 83, 84]",0.9550072568940493,0,0,0,0,0,0,0,0,0.0,0.0
634,"[83, 84, 85, 86]",0.9741641337386018,0,0,0,0,0,0,0,0,0.0,0.0
635,"[83, 84, 85, 86, 87]",0.9620060790273556,0,0,0,0,0,0,0,0,0.0,0.0
636,"[84, 85]",0.9908814589665653,0,0,0,0,0,0,0,0,0.0,0.0
637,"[84, 85, 86]",0.9741641337386018,0,0,0,0,0,0,0,0,0.0,0.0
638,"[84, 85, 86, 87]",0.9620060790273556,0,0,0,0,0,0,0,0,0.0,0.0
639,"[85, 86]",0.9846625766871165,0,0,0,0,0,0,0,0,0.0,0.0
640,"[85, 86, 87]",0.9723926380368099,0,0,0,0,0,0,0,0,0.0,0.0
624,"[81, 82, 83, 84, 85]",0.9462989840348331,0,0,0,0,0,0,0,0,0.0,0.0
622,"[81, 82, 83]",0.9550072568940493,0,0,0,0,0,0,0,0,0.0,0.0
604,"[78, 79, 80, 81, 82, 83, 84, 85, 86]",0.8201634877384196,0,0,0,0,0,0,0,0,0.0,0.0
612,"[79, 80, 81, 82, 83, 84, 85, 86]",0.8224043715846995,0,0,0,0,0,0,0,0,0.0,0.0
605,"[78, 79, 80, 81, 82, 83, 84, 85, 86, 87]",0.8092643051771117,0,0,0,0,0,0,0,0,0.0,0.0
606,"[79, 80]",0.9986338797814208,0,0,0,0,0,0,0,0,0.0,0.0
607,"[79, 80, 81]",0.9398907103825137,0,0,0,0,0,0,0,0,0.0,0.0
608,"[79, 80, 81, 82]",0.8442622950819673,0,0,0,0,0,0,0,0,0.0,0.0
609,"[79, 80, 81, 82, 83]",0.842896174863388,0,0,0,0,0,0,0,0,0.0,0.0
610,"[79, 80, 81, 82, 83, 84]",0.842896174863388,0,0,0,0,0,0,0,0,0.0,0.0
611,"[79, 80, 81, 82, 83, 84, 85]",0.8360655737704918,0,0,0,0,0,0,0,0,0.0,0.0
613,"[79, 80, 81, 82, 83, 84, 85, 86, 87]",0.8114754098360656,0,0,0,0,0,0,0,0,0.0,0.0
621,"[81, 82]",0.9564586357039188,0,0,0,0,0,0,0,0,0.0,0.0
614,"[80, 81]",0.9425444596443229,0,0,0,0,0,0,0,0,0.0,0.0
615,"[80, 81, 82]",0.8467852257181943,0,0,0,0,0,0,0,0,0.0,0.0
616,"[80, 81, 82, 83]",0.8454172366621067,0,0,0,0,0,0,0,0,0.0,0.0
617,"[80, 81, 82, 83, 84]",0.8454172366621067,0,0,0,0,0,0,0,0,0.0,0.0
618,"[80, 81, 82, 83, 84, 85]",0.8385772913816689,0,0,0,0,0,0,0,0,0.0,0.0
619,"[80, 81, 82, 83, 84, 85, 86]",0.8248974008207934,0,0,0,0,0,0,0,0,0.0,0.0
620,"[80, 81, 82, 83, 84, 85, 86, 87]",0.813953488372093,0,0,0,0,0,0,0,0,0.0,0.0
563,"[72, 73, 74, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87]",0.5675368898978433,0,0,0,0,0,0,0,0,0.16685584562996592,0.09469684769010552
562,"[72, 73, 74, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86]",0.5709421112372304,0,0,0,0,0,0,0,0,0.16685584562996592,0.09526502877624614
561,"[72, 73, 74, 77, 78, 79, 80, 81, 82, 83, 84, 85]",0.5800227014755959,0,0,0,0,0,0,0,0,0.16685584562996592,0.09678017833928783
511,"[35, 36, 37, 38, 39, 40, 41]",0.6065911431513903,0,0,0,0,0,0,0,0,-0.06474525958684196,0.03927390102641598
504,"[34, 29]",1.0,0,0,0,0,0,0,0,0,-0.041873741621428706,0.041873741621428706
505,"[34, 29, 31]",0.987460815047022,0,0,0,0,0,0,0,0,-0.02236154649947758,0.022081150932086013
506,"[35, 36]",1.0,0,0,0,0,0,0,0,0,-0.011689032080794415,0.011689032080794415
507,"[35, 36, 37]",0.893923789907312,0,0,0,0,0,0,0,0,-0.025798549883923827,0.02306193748635003
508,"[35, 36, 37, 38]",0.8486096807415036,0,0,0,0,0,0,0,0,-0.03036224843184987,0.025765697948346336
509,"[35, 36, 37, 38, 39]",0.780638516992791,0,0,0,0,0,0,0,0,-0.025742702042084953,0.020095744745520488
510,"[35, 36, 37, 38, 39, 40]",0.6601441812564367,0,0,0,0,0,0,0,0,-0.04765105348334797,0.03145656568777142
512,"[35, 36, 37, 38, 39, 40, 41, 42]",0.470648815653965,0,0,0,0,0,0,0,0,-0.07883839684174387,0.03710519810162405
502,"[33, 34, 29]",0.9937694704049844,0,0,0,0,0,0,0,0,-0.03882683686649946,0.03858492511032189
513,"[35, 36, 37, 38, 39, 40, 41, 42, 43]",0.37384140061791965,0,0,0,0,0,0,0,0,-0.10916848342183061,0.040811698745751294
514,"[35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",0.34603501544799176,0,0,0,0,0,0,0,0,-0.1106703335270326,0.03829581057166112
515,"[36, 37]",0.893923789907312,0,0,0,0,0,0,0,0,-0.025798549883923827,0.02306193748635003
516,"[36, 37, 38]",0.8486096807415036,0,0,0,0,0,0,0,0,-0.03036224843184987,0.025765697948346336
517,"[36, 37, 38, 39]",0.780638516992791,0,0,0,0,0,0,0,0,-0.025742702042084953,0.020095744745520488
518,"[36, 37, 38, 39, 40]",0.6601441812564367,0,0,0,0,0,0,0,0,-0.04765105348334797,0.03145656568777142
519,"[36, 37, 38, 39, 40, 41]",0.6065911431513903,0,0,0,0,0,0,0,0,-0.06474525958684196,0.03927390102641598
503,"[33, 34, 29, 31]",0.9813084112149533,0,0,0,0,0,0,0,0,-0.019314641744548333,0.01895362040352874
501,"[33, 34]",0.9937694704049844,0,0,0,0,0,0,0,0,-0.03882683686649946,0.03858492511032189
521,"[36, 37, 38, 39, 40, 41, 42, 43]",0.37384140061791965,0,0,0,0,0,0,0,0,-0.10916848342183061,0.040811698745751294
491,"[31, 35]",0.8261269549218031,0,0,0,0,0,0,0,0,0.07067534888181015,0.05838681075976588
484,"[29, 31, 35, 36, 37, 38, 39]",0.6338797814207651,0,0,0,0,0,0,0,0,0.06512411306978816,0.04128085855789851
485,"[29, 31, 35, 36, 37, 38, 39, 40]",0.5373406193078324,0,0,0,0,0,0,0,0,0.04182280533867544,0.022473092121874778
486,"[29, 31, 35, 36, 37, 38, 39, 40, 41]",0.49271402550091076,0,0,0,0,0,0,0,0,0.02313394309537009,0.011398418228228797
487,"[29, 31, 35, 36, 37, 38, 39, 40, 41, 42]",0.3825136612021858,0,0,0,0,0,0,0,0,0.01105729425401536,0.004229566108093307
488,"[29, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43]",0.30783242258652094,0,0,0,0,0,0,0,0,-0.018628216313848034,0.005734368956357591
489,"[29, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",0.2859744990892532,0,0,0,0,0,0,0,0,-0.01983951164279041,0.005673594404222394
490,"[31, 32]",0.35418583256669733,0,0,0,0,0,0,0,0,-0.25086274597796576,0.0888520305441737
492,"[31, 35, 36]",0.8261269549218031,0,0,0,0,0,0,0,0,0.07067534888181015,0.05838681075976588
500,"[31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",0.2888684452621895,0,0,0,0,0,0,0,0,-0.026604341231756146,0.007685154688842162
493,"[31, 35, 36, 37]",0.7405703771849126,0,0,0,0,0,0,0,0,0.057516054859619414,0.042594686441576476
494,"[31, 35, 36, 37, 38]",0.7010119595216191,0,0,0,0,0,0,0,0,0.05306333665020746,0.037198033603917276
495,"[31, 35, 36, 37, 38, 39]",0.640294388224471,0,0,0,0,0,0,0,0,0.05835928348082242,0.03736712171357167
496,"[31, 35, 36, 37, 38, 39, 40]",0.5427782888684453,0,0,0,0,0,0,0,0,0.0350579757497097,0.01902870808861888
497,"[31, 35, 36, 37, 38, 39, 40, 41]",0.49770009199632015,0,0,0,0,0,0,0,0,0.016369113506404354,0.008146909298035654
498,"[31, 35, 36, 37, 38, 39, 40, 41, 42]",0.38638454461821525,0,0,0,0,0,0,0,0,0.004292464665049622,0.0016585420048949781
499,"[31, 35, 36, 37, 38, 39, 40, 41, 42, 43]",0.3109475620975161,0,0,0,0,0,0,0,0,-0.02539304590281377,0.007895905717710263
520,"[36, 37, 38, 39, 40, 41, 42]",0.470648815653965,0,0,0,0,0,0,0,0,-0.07883839684174387,0.03710519810162405
522,"[36, 37, 38, 39, 40, 41, 42, 43, 44]",0.34603501544799176,0,0,0,0,0,0,0,0,-0.1106703335270326,0.03829581057166112
560,"[72, 73, 74, 77, 78, 79, 80, 81, 82, 83, 84]",0.5856980703745743,0,0,0,0,0,0,0,0,0.16685584562996592,0.09772714681618888
551,"[72, 73]",0.9807037457434733,0,0,0,0,0,0,0,0,0.016392882667003006,0.016076561435063107
544,"[40, 41, 42, 43, 44]",0.5241809672386896,0,0,0,0,0,0,0,0,-0.0786175581101457,0.04120982765212006
545,"[41, 42]",0.7758913412563667,0,0,0,0,0,0,0,0,-0.03089629315223541,0.023972166333737832
546,"[41, 42, 43]",0.6162988115449916,0,0,0,0,0,0,0,0,-0.061226379732322145,0.03773374506423249
547,"[41, 42, 43, 44]",0.5704584040747029,0,0,0,0,0,0,0,0,-0.06272822983752413,0.035783845883545176
548,"[42, 43]",0.7943107221006565,0,0,0,0,0,0,0,0,-0.05127738782005764,0.04073017894678539
549,"[42, 43, 44]",0.7352297592997812,0,0,0,0,0,0,0,0,-0.052779237925259626,0.03880486639581451
550,"[43, 44]",0.9256198347107438,0,0,0,0,0,0,0,0,-0.02692491189190027,0.02492223249498207
552,"[72, 73, 74]",0.9772985244040863,0,0,0,0,0,0,0,0,0.0181915018436708,0.017778527908513687
542,"[40, 41, 42]",0.7129485179407177,0,0,0,0,0,0,0,0,-0.04678562142485698,0.03335573945578727
553,"[72, 73, 74, 77]",0.7548240635641317,0,0,0,0,0,0,0,0,0.13527689826154476,0.10211025805213084
554,"[72, 73, 74, 77, 78]",0.6855845629965948,0,0,0,0,0,0,0,0,0.16685584562996592,0.11439379200964746
555,"[72, 73, 74, 77, 78, 79]",0.684449489216799,0,0,0,0,0,0,0,0,0.16685584562996592,0.11420439831426724
556,"[72, 73, 74, 77, 78, 79, 80]",0.6833144154370034,0,0,0,0,0,0,0,0,0.16685584562996592,0.11401500461888704
557,"[72, 73, 74, 77, 78, 79, 80, 81]",0.6458569807037458,0,0,0,0,0,0,0,0,0.16685584562996592,0.10776501267134007
558,"[72, 73, 74, 77, 78, 79, 80, 81, 82]",0.5856980703745743,0,0,0,0,0,0,0,0,0.16685584562996592,0.09772714681618888
559,"[72, 73, 74, 77, 78, 79, 80, 81, 82, 83]",0.5856980703745743,0,0,0,0,0,0,0,0,0.16685584562996592,0.09772714681618888
543,"[40, 41, 42, 43]",0.5663026521060842,0,0,0,0,0,0,0,0,-0.07711570800494372,0.04367082996223801
541,"[40, 41]",0.9188767550702028,0,0,0,0,0,0,0,0,-0.03269248416995507,0.03004036376927229
523,"[37, 38]",0.9493087557603687,0,0,0,0,0,0,0,0,-0.017528075860459236,0.016639555885965912
531,"[38, 39, 40]",0.7779126213592233,0,0,0,0,0,0,0,0,-0.030806993211183298,0.023965148845107396
524,"[37, 38, 39]",0.8732718894009217,0,0,0,0,0,0,0,0,-0.012908529470694319,0.011272655920260707
525,"[37, 38, 39, 40]",0.738479262672811,0,0,0,0,0,0,0,0,-0.03481688091195734,0.025711544544429324
526,"[37, 38, 39, 40, 41]",0.6785714285714286,0,0,0,0,0,0,0,0,-0.05191108701545133,0.03522538047477055
527,"[37, 38, 39, 40, 41, 42]",0.5264976958525346,0,0,0,0,0,0,0,0,-0.06600422427035324,0.03475107199487492
528,"[37, 38, 39, 40, 41, 42, 43]",0.4182027649769585,0,0,0,0,0,0,0,0,-0.09633431085043997,0.04028727515980381
529,"[37, 38, 39, 40, 41, 42, 43, 44]",0.3870967741935484,0,0,0,0,0,0,0,0,-0.09783616095564196,0.03787206230540979
530,"[38, 39]",0.9199029126213593,0,0,0,0,0,0,0,0,-0.008898641769920279,0.008185886482523752
532,"[38, 39, 40, 41]",0.7148058252427184,0,0,0,0,0,0,0,0,-0.04790119931467729,0.03424005630624384
540,"[39, 40, 41, 42, 43, 44]",0.44327176781002636,0,0,0,0,0,0,0,0,-0.09881192789021398,0.043800537956612
533,"[38, 39, 40, 41, 42]",0.5546116504854369,0,0,0,0,0,0,0,0,-0.0619943365695792,0.034382781325604
534,"[38, 39, 40, 41, 42, 43]",0.4405339805825243,0,0,0,0,0,0,0,0,-0.09232442314966594,0.04067204563510769
535,"[38, 39, 40, 41, 42, 43, 44]",0.4077669902912621,0,0,0,0,0,0,0,0,-0.09382627325486792,0.038259257055383036
536,"[39, 40]",0.8456464379947229,0,0,0,0,0,0,0,0,-0.03579264784652936,0.030267925157817042
537,"[39, 40, 41]",0.7770448548812665,0,0,0,0,0,0,0,0,-0.05288685395002335,0.04109545775272263
538,"[39, 40, 41, 42]",0.6029023746701847,0,0,0,0,0,0,0,0,-0.06697999120492526,0.04038239575283752
539,"[39, 40, 41, 42, 43]",0.4788918205804749,0,0,0,0,0,0,0,0,-0.097310077785012,0.046601000311292023
322,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38]",0.33354310887350536,0,0,0,0,0,0,0,0,0.30094190760004436,0.10037709945124199
321,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37]",0.3536815607300189,0,0,0,0,0,0,0,0,0.3071714827634431,0.10864088943552865
320,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36]",0.395217117684078,0,0,0,0,0,0,0,0,0.3203448670731026,0.12660577502952072
319,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35]",0.395217117684078,0,0,0,0,0,0,0,0,0.3203448670731026,0.12660577502952072
102,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.6453658536585366,0,0,0,0,0,0,0,0,0.1763427539037295,0.11380559190957763
103,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0.5560975609756098,0,0,0,0,0,0,0,0,0.21475823705605473,0.11942653182629387
104,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.5541463414634147,0,0,0,0,0,0,0,0,0.21677516317416684,0.1201251635930993
105,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.5526829268292683,0,0,0,0,0,0,0,0,0.21829720362516952,0.12064913741820346
106,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",0.5526829268292683,0,0,0,0,0,0,0,0,0.21829720362516952,0.12064913741820346
107,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.5341463414634147,0,0,0,0,0,0,0,0,0.23829825147566536,0.1272861392028554
108,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28]",0.46682926829268295,0,0,0,0,0,0,0,0,0.32429186737008436,0.15138893515764426
109,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29]",0.44926829268292684,0,0,0,0,0,0,0,0,0.33684807076083784,0.15133515764425934
110,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31]",0.4326829268292683,0,0,0,0,0,0,0,0,0.35559270767454015,0.15385889351576446
111,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35]",0.2917073170731707,0,0,0,0,0,0,0,0,0.436265600783098,0.12726186793575248
112,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36]",0.2917073170731707,0,0,0,0,0,0,0,0,0.436265600783098,0.12726186793575248
113,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37]",0.2604878048780488,0,0,0,0,0,0,0,0,0.42472275509271945,0.1106350981558596
114,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38]",0.24536585365853658,0,0,0,0,0,0,0,0,0.41928720360762256,0.10287876264128495
115,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39]",0.2224390243902439,0,0,0,0,0,0,0,0,0.4314249037227214,0.09596573468173705
116,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40]",0.18829268292682927,0,0,0,0,0,0,0,0,0.41138127132566654,0.07746008328375965
117,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40, 41]",0.1721951219512195,0,0,0,0,0,0,0,0,0.3954922959994472,0.06810184414039261
118,"[5, 6]",0.9610104338275672,0,0,0,0,0,0,0,0,0.01635333804032324,0.015715728484659894
101,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.7,0,0,0,0,0,0,0,0,0.13463414634146337,0.09424390243902435
100,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.7029268292682926,0,0,0,0,0,0,0,0,0.13466461298894727,0.09465936942296245
99,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.7414634146341463,0,0,0,0,0,0,0,0,0.10905648267008977,0.08086139202855437
89,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40, 41]",0.1286549707602339,0,0,0,0,0,0,0,0,0.4874069643806486,0.06270732875072672
82,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31]",0.3230994152046784,0,0,0,0,0,0,0,0,0.446657272895663,0.14431470366950516
83,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35]",0.21820175438596492,0,0,0,0,0,0,0,0,0.5273700373211083,0.11507306735405763
84,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36]",0.21820175438596492,0,0,0,0,0,0,0,0,0.5273700373211083,0.11507306735405763
85,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37]",0.19480994152046785,0,0,0,0,0,0,0,0,0.5159652962926391,0.1005151691973599
86,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38]",0.1834795321637427,0,0,0,0,0,0,0,0,0.5106096083502247,0.09368641205841112
87,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39]",0.16630116959064328,0,0,0,0,0,0,0,0,0.5229339374076216,0.08696452540952772
88,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40]",0.14071637426900585,0,0,0,0,0,0,0,0,0.5031537176274017,0.07080196684449915
90,"[4, 5]",0.8882926829268293,0,0,0,0,0,0,0,0,0.045026452900443326,0.039996668649613314
98,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.744390243902439,0,0,0,0,0,0,0,0,0.1078752037848032,0.08030124925639497
91,"[4, 5, 6]",0.8395121951219512,0,0,0,0,0,0,0,0,0.062055809866640166,0.052096609161213524
92,"[4, 5, 6, 7]",0.8239024390243902,0,0,0,0,0,0,0,0,0.0670548311166948,0.05524663890541342
93,"[4, 5, 6, 7, 8]",0.8204878048780487,0,0,0,0,0,0,0,0,0.06882399002349121,0.05646924449732303
94,"[4, 5, 6, 7, 8, 9]",0.8141463414634146,0,0,0,0,0,0,0,0,0.07214894269973254,0.05873979773944078
95,"[4, 5, 6, 7, 8, 9, 10]",0.7985365853658537,0,0,0,0,0,0,0,0,0.07994755427090006,0.0638410469958358
96,"[4, 5, 6, 7, 8, 9, 10, 11]",0.7775609756097561,0,0,0,0,0,0,0,0,0.09113566116840588,0.07086353361094584
97,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",0.7619512195121951,0,0,0,0,0,0,0,0,0.09969769838543446,0.07596478286734079
119,"[5, 6, 7]",0.942888522789676,0,0,0,0,0,0,0,0,0.02150251850458812,0.020274477909048766
120,"[5, 6, 7, 8]",0.9390444810543658,0,0,0,0,0,0,0,0,0.02324055608543596,0.021823915928663094
121,"[5, 6, 7, 8, 9]",0.9319055464030752,0,0,0,0,0,0,0,0,0.026506381225776532,0.024701443679375493
150,"[6, 7, 8, 9, 10, 11, 12]",0.9211428571428572,0,0,0,0,0,0,0,0,0.034045373980857774,0.03136065306122442
143,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40]",0.21691378363536518,0,0,0,0,0,0,0,0,0.3665450197763087,0.07950866711237888
144,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38, 39, 40, 41]",0.19824272377814386,0,0,0,0,0,0,0,0,0.350387370489868,0.06946174670337306
145,"[6, 7]",0.9971428571428571,0,0,0,0,0,0,0,0,0.0012018010642652621,0.0011983673469387899
146,"[6, 7, 8]",0.9931428571428571,0,0,0,0,0,0,0,0,0.0028959395035344504,0.0028760816326530714
147,"[6, 7, 8, 9]",0.9857142857142858,0,0,0,0,0,0,0,0,0.006078674948240159,0.005991836734693871
148,"[6, 7, 8, 9, 10]",0.9651428571428572,0,0,0,0,0,0,0,0,0.014556034847331423,0.014048653061224442
149,"[6, 7, 8, 9, 10, 11]",0.94,0,0,0,0,0,0,0,0,0.025556231003039442,0.024022857142857075
151,"[6, 7, 8, 9, 10, 11, 12, 13]",0.8994285714285715,0,0,0,0,0,0,0,0,0.042451987656561885,0.0381825306122448
141,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28, 29, 31, 35, 36, 37, 38]",0.28171334431630973,0,0,0,0,0,0,0,0,0.37470254438952955,0.10555870690380487
152,"[6, 7, 8, 9, 10, 11, 12, 13, 14]",0.896,0,0,0,0,0,0,0,0,0.0435816326530612,0.03904914285714283
153,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8491428571428571,0,0,0,0,0,0,0,0,0.06913132089982688,0.058702367346938705
154,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.8451428571428572,0,0,0,0,0,0,0,0,0.0694152419588524,0.058665795918367264
