,Pattern,Relative SUP,global_dropout_interest,global_dropout_criterion
31,"[2, 3]",0.9177852348993288,-0.1477167499431613,0.13557225204514972
61,"[3, 4]",0.6879194630872483,-0.16261706843275103,0.1118674464050804
32,"[2, 3, 4]",0.6869127516778524,-0.1295129099265452,0.08896406933544901
1,"[1, 2, 3]",0.9167785234899329,-0.09227713756882164,0.08459769793222172
62,"[3, 4, 5]",0.609731543624161,-0.1152072052860257,0.07024546711567406
2,"[1, 2, 3, 4]",0.6865771812080537,-0.09248416064994448,0.06349751432543169
33,"[2, 3, 4, 5]",0.6087248322147651,-0.10223155219305266,0.062230884455770984
478,"[29, 31]",0.36476510067114093,0.13425939167092035,0.0489731405188894
63,"[3, 4, 5, 6]",0.5761744966442953,-0.08246916788384055,0.04751663129414572
3,"[1, 2, 3, 4, 5]",0.6083892617449664,-0.07806482431847059,0.04749380083536482
34,"[2, 3, 4, 5, 6]",0.5751677852348993,-0.07863625288989916,0.04522903941385475
4,"[1, 2, 3, 4, 5, 6]",0.5748322147651007,-0.06242986287827301,0.03588669634579922
64,"[3, 4, 5, 6, 7]",0.5654362416107382,-0.06305720913471122,0.03565483133959342
35,"[2, 3, 4, 5, 6, 7]",0.5644295302013422,-0.06309843976461493,0.0356146227127793
90,"[4, 5]",0.6110738255033556,-0.056746354442944014,0.03467621189281914
491,"[31, 35]",0.30134228187919465,0.10875848092410795,0.032773528815385554
468,"[28, 29, 31]",0.351006711409396,0.09240067490488835,0.032433257030373565
442,"[21, 22]",0.4332214765100671,-0.06944943427660934,0.03008698646010156
36,"[2, 3, 4, 5, 6, 7, 8]",0.5620805369127517,-0.05241329133213972,0.02946049093333357
5,"[1, 2, 3, 4, 5, 6, 7]",0.5640939597315436,-0.051426935915404565,0.0290096239173809
480,"[29, 31, 35]",0.30134228187919465,0.09570695684056613,0.028840552766049795
65,"[3, 4, 5, 6, 7, 8]",0.5630872483221476,-0.050598074401807414,0.028491130485313033
37,"[2, 3, 4, 5, 6, 7, 8, 9]",0.5577181208053691,-0.045998709690214204,0.025654313927897986
6,"[1, 2, 3, 4, 5, 6, 7, 8]",0.561744966442953,-0.043536369018140036,0.024456336153143094
66,"[3, 4, 5, 6, 7, 8, 9]",0.5587248322147651,-0.043526440658225724,0.024319303253673097
492,"[31, 35, 36]",0.30134228187919465,0.07767648355861981,0.02340720880390624
481,"[29, 31, 35, 36]",0.30134228187919465,0.07565833983733547,0.022799056769774246
38,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5469798657718121,-0.04164458910286448,0.02277875175760708
0,"[1, 2]",0.998993288590604,-0.022351252867137916,0.02232875160586227
7,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5573825503355705,-0.03882084337131732,0.021638060684482572
67,"[3, 4, 5, 6, 7, 8, 9, 10]",0.547986577181208,-0.03893708862645584,0.02133700192181288
455,"[22, 28]",0.37214765100671143,-0.056845329526912264,0.021154855854142854
39,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.5328859060402684,-0.037317920261735985,0.019886193750213672
8,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5466442953020134,-0.03561992147459225,0.019471426873191536
91,"[4, 5, 6]",0.5775167785234899,-0.03258258818772439,0.018816991366132105
68,"[3, 4, 5, 6, 7, 8, 9, 10, 11]",0.5338926174496644,-0.03443051218924735,0.018382196272849843
40,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.5221476510067115,-0.03402891055600869,0.017768115713137425
429,"[20, 21, 22]",0.4332214765100671,-0.04009892712445365,0.017371716415325388
482,"[29, 31, 35, 36, 37]",0.2701342281879195,0.06401667455929615,0.017293094973232687
9,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.5325503355704698,-0.032234283221591095,0.017166378346531903
470,"[28, 29, 31, 35]",0.23087248322147652,0.07395102797363069,0.017073257465052994
493,"[31, 35, 36, 37]",0.2701342281879195,0.06261986603074955,0.016915769179447447
69,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.5231543624161074,-0.031101342320196197,0.01627080291180734
363,"[16, 17]",0.46610738255033557,-0.03480082621581315,0.016220922018041768
443,"[21, 22, 28]",0.37214765100671143,-0.04340520906013143,0.016153146593183138
10,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.5218120805369127,-0.029642994078019822,0.015468072413194906
42,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.5080536912751678,-0.030105089539331917,0.015295001866627021
41,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5100671140939598,-0.029852769618191836,0.015226916046862951
467,"[28, 29]",0.36845637583892615,0.039143575023153424,0.01442269979041022
471,"[28, 29, 31, 35, 36]",0.23087248322147652,0.062263320144433254,0.014374887335359087
483,"[29, 31, 35, 36, 37, 38]",0.2557046979865772,0.0548294536853768,0.014020148895388296
71,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.5090604026845638,-0.02733846425809845,0.01391692962400515
44,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.47953020134228186,-0.028667352869654206,0.013746861493535524
70,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5110738255033557,-0.026811694773106225,0.013702755415919724
12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.5077181208053692,-0.02662600548796123,0.013518505470901122
11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5097315436241611,-0.02612547294141879,0.013316977650340652
494,"[31, 35, 36, 37, 38]",0.2557046979865772,0.05187456268775566,0.013264569385258326
457,"[22, 28, 29, 31]",0.3422818791946309,0.038707031072004044,0.013248715333370513
43,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.4815436241610738,-0.02662600548796123,0.012821583179605493
73,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.48053691275167787,-0.02619326429504854,0.01258683035923138
14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.4791946308724832,-0.02571301286655971,0.012321537709210491
45,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.4419463087248322,-0.02764785807894272,0.012218868822136766
327,"[14, 15, 16]",0.5016778523489933,-0.02392568587550369,0.012002986705999334
92,"[4, 5, 6, 7]",0.5667785234899329,-0.020789284675341756,0.011782920072702088
