,Pattern,Relative SUP,local_interest_11,local_criterion_11,local_interest_24,local_criterion_24,local_interest_28,local_criterion_28,local_interest_32,local_criterion_32
430,"[15, 16, 17, 18, 19]",0.7971698113207547,0,0,0,0,0,0,0.03218153399575763,0.025654147383410562
431,"[15, 16, 17, 18, 19, 20]",0.7971698113207547,0,0,0,0,0,0,0.03218153399575763,0.025654147383410562
432,"[15, 16, 17, 18, 19, 20, 21]",0.7877358490566038,0,0,0,0,0,0,0.04132301434866126,0.0325516197935209
433,"[15, 16, 17, 18, 19, 20, 21, 22]",0.7877358490566038,0,0,0,0,0,0,0.04132301434866126,0.0325516197935209
434,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7877358490566038,0,0,0,0,0,0,0.04132301434866126,0.0325516197935209
435,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",0.7311320754716981,0,0,0,0,0,0,0.10112598904443104,0.07393645425418308
436,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.7264150943396226,0,0,0,0,0,0,0.1000367556971331,0.07266820932716272
437,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",0.7264150943396226,0,0,0,0,0,0,0.1000367556971331,0.07266820932716272
419,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",0.5990566037735849,0,0,0,0,0,0,0.20587579854404991,0.1233312566749733
417,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",0.5990566037735849,0,0,0,0,0,0,0.20587579854404991,0.1233312566749733
397,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",0.4835680751173709,0,0,0,0,0,0,0.2723004694835681,0.13167581388172542
406,"[14, 15, 16, 17, 18]",0.8066037735849056,0,0,0,0,0,0,0.023253889440582598,0.018756674973300115
398,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]",0.4835680751173709,0,0,0,0,0,0,0.2723004694835681,0.13167581388172542
399,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",0.4835680751173709,0,0,0,0,0,0,0.2723004694835681,0.13167581388172542
400,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",0.4835680751173709,0,0,0,0,0,0,0.2723004694835681,0.13167581388172542
401,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",0.47417840375586856,0,0,0,0,0,0,0.2723004694835681,0.12911900196169193
402,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",0.47417840375586856,0,0,0,0,0,0,0.2723004694835681,0.12911900196169193
403,"[14, 15]",1.0,0,0,0,0,0,0,0.0,0.0
