,Pattern,Relative SUP,global_dropout_interest,global_dropout_criterion
1478,"[6, 12, 20]",0.20425531914893616,0.07964856951545275,0.01626864398613503
1839,"[8, 12, 20]",0.20425531914893616,0.07964856951545275,0.01626864398613503
175,"[1, 10, 13]",0.25673758865248225,0.06327025484815663,0.016243852663143758
1431,"[6, 9, 21]",0.2028368794326241,-0.07988441907585044,0.01620350628063349
1792,"[8, 9, 21]",0.2028368794326241,-0.07988441907585044,0.01620350628063349
547,"[2, 20]",0.20425531914893616,0.07918793840579119,0.016174557631821178
438,"[2, 8, 11]",0.3078014184397163,0.05247000528210562,0.016150342051371516
399,"[2, 6, 11]",0.3078014184397163,0.05247000528210562,0.016150342051371516
909,"[4, 5, 13]",0.25673758865248225,0.062871520406869,0.016141482544174877
906,"[4, 5, 10]",0.3333333333333333,0.04838932927015804,0.016129776423386012
651,"[3, 5, 8]",0.451063829787234,-0.0357547507581215,0.016127674810046292
1989,"[9, 12]",0.27375886524822696,-0.058902454624338615,0.016125069138294118
2179,"[10, 21]",0.2028368794326241,-0.07896574276576505,0.016017164844687095
705,"[3, 7, 26]",0.1375886524822695,-0.11567601610400381,0.01591570718026719
1268,"[5, 12, 20]",0.20425531914893616,0.07781706768395093,0.015894549995019762
945,"[4, 7, 8]",0.451063829787234,0.03523709221995462,0.01589417776729868
58,"[1, 4, 13]",0.25673758865248225,0.06186614280574671,0.015883364323177523
55,"[1, 4, 10]",0.3333333333333333,0.047383951669035765,0.015794650556345255
34,"[1, 3, 12]",0.27375886524822696,-0.05748551696028005,0.015737169891253972
208,"[1, 12, 20]",0.20425531914893616,0.07681169008282863,0.015689196272237336
699,"[3, 7, 20]",0.20425531914893616,-0.07675371751675676,0.015677355067252444
378,"[2, 5, 11]",0.3078014184397163,0.050638503450603785,0.015586603189760314
522,"[2, 13, 20]",0.20425531914893616,0.07597182615738933,0.015517649598105053
655,"[3, 5, 12]",0.27375886524822696,-0.05648013935915776,0.015461938860024749
1444,"[6, 10, 12]",0.27375886524822696,0.05643146943665055,0.015448615037267455
1805,"[8, 10, 12]",0.27375886524822696,0.05643146943665055,0.015448615037267455
817,"[3, 19, 26]",0.1375886524822695,-0.11219739936571858,0.015437088990744259
775,"[3, 11, 26]",0.1375886524822695,-0.11202672177568611,0.01541360569112277
2049,"[9, 21, 27]",0.12056737588652482,-0.12694324260526219,0.015305213647442958
672,"[3, 6, 8]",0.451063829787234,-0.03392324892661967,0.015301550579666746
1808,"[8, 10, 20]",0.20425531914893616,0.074842043222872,0.015286885424246194
1447,"[6, 10, 20]",0.20425531914893616,0.074842043222872,0.015286885424246194
9,"[1, 2, 11]",0.3078014184397163,0.049633125849481506,0.015277146538067356
1411,"[6, 8, 19]",0.2297872340425532,0.0656517358942668,0.015085930801235777
968,"[4, 8, 12]",0.27375886524822696,0.055027357394240625,0.015064226917855944
929,"[4, 6, 12]",0.27375886524822696,0.055027357394240625,0.015064226917855944
971,"[4, 8, 20]",0.20425531914893616,0.07343793118046209,0.015000088070902893
932,"[4, 6, 20]",0.20425531914893616,0.07343793118046209,0.015000088070902893
335,"[2, 3, 13]",0.25673758865248225,-0.058325380885719355,0.014974317645837166
811,"[3, 19, 20]",0.20425531914893616,-0.07327510077847153,0.014966829095177164
715,"[3, 8, 12]",0.27375886524822696,-0.05464863752765593,0.01496054899693276
676,"[3, 6, 12]",0.27375886524822696,-0.05464863752765593,0.01496054899693276
1234,"[5, 10, 12]",0.27375886524822696,0.054599967605148715,0.014947225174175464
769,"[3, 11, 20]",0.20425531914893616,-0.07310442318843906,0.014931967289553509
1237,"[5, 10, 20]",0.20425531914893616,0.07301054139137017,0.014912791433130927
845,"[3, 21, 31]",0.10354609929078014,-0.1431929746347015,0.014827073969266961
985,"[4, 9, 11]",0.3078014184397163,-0.04811570988778642,0.014810083752694544
472,"[2, 10]",0.3333333333333333,0.04436228828758789,0.014787429429195963
506,"[2, 12, 13]",0.25673758865248225,0.05756125237116789,0.01477813713359062
881,"[3, 26, 27]",0.12056737588652482,-0.12221918585809326,0.014735646521897768
177,"[1, 10, 20]",0.20425531914893616,0.07200516379024789,0.014707437710348504
174,"[1, 10, 12]",0.27375886524822696,0.05359459000402643,0.014671994142946242
1162,"[5, 6, 19]",0.2297872340425532,0.06382023406276496,0.014665075061231098
1201,"[5, 8, 19]",0.2297872340425532,0.06382023406276496,0.014665075061231098
706,"[3, 7, 27]",0.12056737588652482,-0.1214977262313537,0.014648662027893708
911,"[4, 5, 20]",0.20425531914893616,0.07160642934896025,0.014625994079787624
1820,"[8, 11]",0.3078014184397163,0.04738923376079692,0.014586473370344584
1459,"[6, 11]",0.3078014184397163,0.04738923376079692,0.014586473370344584
908,"[4, 5, 12]",0.27375886524822696,0.05319585556273879,0.014562837054763954
2404,"[12, 21]",0.2028368794326241,-0.07175595332689393,0.014554753653540186
154,"[1, 9]",0.451063829787234,-0.03206969087172039,0.014465477584690897
141,"[1, 8, 19]",0.2297872340425532,0.0628148564616427,0.014434052123100876
102,"[1, 6, 19]",0.2297872340425532,0.0628148564616427,0.014434052123100876
60,"[1, 4, 20]",0.20425531914893616,0.07060105174783797,0.014420640357005202
1957,"[9, 10, 11]",0.3078014184397163,-0.0467115978453765,0.014377896074392483
57,"[1, 4, 12]",0.27375886524822696,0.052190477961616515,0.014287606023534734
1696,"[7, 19, 21]",0.2028368794326241,-0.07043501345215107,0.014286818331429224
1654,"[7, 11, 21]",0.2028368794326241,-0.07026433586211865,0.014252198621677967
818,"[3, 19, 27]",0.12056737588652482,-0.11801910949306847,0.014229254336043716
1619,"[7, 9, 19]",0.2297872340425532,-0.06186601431711418,0.014216020311166663
776,"[3, 11, 27]",0.12056737588652482,-0.11784843190303605,0.01420867618689087
1567,"[6, 25]",0.1375886524822695,0.10268877293130384,0.014128809892675847
1928,"[8, 25]",0.1375886524822695,0.10268877293130384,0.014128809892675847
1552,"[6, 23, 25]",0.1375886524822695,0.10268877293130384,0.014128809892675847
1550,"[6, 23]",0.1375886524822695,0.10268877293130384,0.014128809892675847
1913,"[8, 23, 25]",0.1375886524822695,0.10268877293130384,0.014128809892675847
